Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	Cosine20	Cosine21	Cosine22	Cosine23	Cosine24	Cosine25	Cosine26	Cosine27	Cosine28	Cosine29
-0.0250628148	0.0081045816	0.0122161486	-0.0274685403	0.0313245530	-0.0221843716	0.0038401515	0.0160973030	-0.0293561729	0.0304355069	-0.0188875018	-0.0004967090	0.0196748410	-0.0306901094	0.0289724071	-0.0152343888	-0.0048242008	0.0228812855	-0.0314451899	0.0269628494	-0.0112939352	-0.0090607019	0.0256561588	-0.0316071727	0.0244447369	-0.0071404630	-0.0131263062	0.0279471231	-0.0311730025	0.0214655643
-0.0250930744	0.0082005692	0.0120785631	-0.0273695552	0.0313576155	-0.0223957762	0.0041850496	0.0157539963	-0.0291870415	0.0305665791	-0.0193228951	0.0000993457	0.0191652309	-0.0305150535	0.0292629332	-0.0159259640	-0.0039880242	0.0222550597	-0.0313313201	0.0274685403	-0.0122619503	-0.0080085140	0.0249716653	-0.0316221524	0.0252134929	-0.0083923006	-0.0118946989	0.0272694896	-0.0313826730	0.0225356087
-0.0251232721	0.0082964758	0.0119407093	-0.0272694896	0.0313887438	-0.0226051916	0.0045294418	0.0154082019	-0.0290120768	0.0306901094	-0.0197525196	0.0006953651	0.0186476295	-0.0303252407	0.0295372143	-0.0166074800	-0.0031490040	0.0216110435	-0.0311895446	0.0279471231	-0.0132166242	-0.0069467631	0.0242545809	-0.0315921953	0.0259433716	-0.0096301421	-0.0106416994	0.0265391133	-0.0315272331	0.0235556183
-0.0251534078	0.0083923006	0.0118025903	-0.0271683474	0.0314179359	-0.0228125991	0.0048732864	0.0150599743	-0.0288313139	0.0308060674	-0.0201762470	0.0012911375	0.0181222524	-0.0301207630	0.0297950981	-0.0172785064	-0.0023077385	0.0209497518	-0.0310199896	0.0283981254	-0.0141569180	-0.0058767171	0.0235058416	-0.0315173440	0.0266332474	-0.0108519231	-0.0093695612	0.0257574070	-0.0316063828	0.0245233286
-0.0251834814	0.0084880425	0.0116642093	-0.0270661327	0.0314451899	-0.0230179802	0.0052165418	0.0147093686	-0.0286447889	0.0309144244	-0.0205939509	0.0018864511	0.0175893187	-0.0299017191	0.0300364415	-0.0179386193	-0.0014648274	0.0202717132	-0.0308228062	0.0288211022	-0.0150818088	-0.0047996536	0.0227264245	-0.0313977048	0.0272820568	-0.0120556060	-0.0080805722	0.0249258824	-0.0316199580	0.0254365910
-0.0252134929	0.0085837007	0.0115255692	-0.0269628494	0.0314705043	-0.0232213167	0.0055591665	0.0143564402	-0.0284525390	0.0310151538	-0.0210055065	0.0024810945	0.0170490507	-0.0296682150	0.0302611105	-0.0185874017	-0.0006208719	0.0195774697	-0.0305981699	0.0292156361	-0.0159902902	-0.0037168589	0.0219173468	-0.0312334477	0.0278887991	-0.0132391834	-0.0067770505	0.0240461480	-0.0315679304	0.0262933778
-0.0252434422	0.0086792742	0.0113866732	-0.0268585017	0.0314938774	-0.0234225905	0.0059011191	0.0140012446	-0.0282546027	0.0311082307	-0.0214107909	0.0030748563	0.0165016737	-0.0294203637	0.0304689803	-0.0192244440	0.0002235264	0.0188675762	-0.0303462810	0.0295813376	-0.0168813737	-0.0026296258	0.0210796645	-0.0310248063	0.0284525390	-0.0144006813	-0.0054613405	0.0231199051	-0.0314504080	0.0270917867
-0.0252733292	0.0087747619	0.0112475243	-0.0267530937	0.0315153078	-0.0236217839	0.0062423582	0.0136438381	-0.0280510196	0.0311936320	-0.0218096831	0.0036675257	0.0159474159	-0.0291582848	0.0306599356	-0.0198493437	0.0010677652	0.0181426003	-0.0300673636	0.0299178459	-0.0177540898	-0.0015392527	0.0202144709	-0.0307720768	0.0289724071	-0.0155381629	-0.0041358085	0.0221489454	-0.0312676347	0.0278300451
-0.0253031538	0.0088701631	0.0111081257	-0.0266466295	0.0315347943	-0.0238188790	0.0065828426	0.0132842771	-0.0278418302	0.0312713368	-0.0222020641	0.0042588920	0.0153865084	-0.0288821054	0.0308338703	-0.0204617061	0.0019112427	0.0174031215	-0.0297616662	0.0302248290	-0.0186074891	-0.0004470416	0.0193228951	-0.0304756186	0.0294476019	-0.0166497309	-0.0028028383	0.0211351466	-0.0310199896	0.0285065138
-0.0253329160	0.0089654768	0.0109684804	-0.0265391133	0.0315523355	-0.0240138583	0.0069225312	0.0129226184	-0.0276270766	0.0313413259	-0.0225878168	0.0048487451	0.0148191850	-0.0285919587	0.0309906880	-0.0210611445	0.0027533575	0.0166497309	-0.0294294612	0.0305019838	-0.0194406430	0.0006457034	0.0184061007	-0.0301358528	0.0298773905	-0.0177335317	-0.0014648274	0.0200804698	-0.0307079866	0.0291196909
-0.0253626157	0.0090607019	0.0108285915	-0.0264305495	0.0315679304	-0.0242067047	0.0072613828	0.0125589190	-0.0274068015	0.0314035820	-0.0229668259	0.0054368755	0.0142456825	-0.0282879853	0.0311303014	-0.0216472802	0.0035935089	0.0158830307	-0.0290710444	0.0307490368	-0.0202526449	0.0017376773	0.0174652843	-0.0297532624	0.0302611105	-0.0187877576	-0.0001241820	0.0189869547	-0.0303322729	0.0296682150
-0.0253922528	0.0091558377	0.0106884621	-0.0263209422	0.0315815780	-0.0243974008	0.0075993565	0.0121932364	-0.0271810489	0.0314580897	-0.0233389782	0.0060230742	0.0136662398	-0.0279703321	0.0312526333	-0.0222197430	0.0044310981	0.0151036340	-0.0286867349	0.0309657442	-0.0210426115	0.0028275762	0.0165016737	-0.0293283909	0.0305981699	-0.0198106507	0.0012166867	0.0178567163	-0.0298936280	0.0301508683
-0.0254218273	0.0092508830	0.0105480954	-0.0262102957	0.0315932776	-0.0245859298	0.0079364114	0.0118256284	-0.0269498641	0.0315048356	-0.0237041628	0.0066071330	0.0130810986	-0.0276391526	0.0313576155	-0.0227781714	0.0052655278	0.0143121635	-0.0282768752	0.0311518921	-0.0218096831	0.0039140987	0.0155165266	-0.0288618422	0.0308880493	-0.0208005049	0.0025553672	0.0166919407	-0.0293929621	0.0305665791
-0.0254513390	0.0093458371	0.0104074945	-0.0260986146	0.0316030283	-0.0247722750	0.0082725068	0.0114561530	-0.0267132932	0.0315438081	-0.0240622706	0.0071888442	0.0124905029	-0.0272946071	0.0314451899	-0.0233222126	0.0060962029	0.0135092522	-0.0278418302	0.0313072970	-0.0225530253	0.0049959474	0.0145111286	-0.0283542792	0.0311303014	-0.0217556695	0.0038894520	0.0154948807	-0.0288313139	0.0309144244
-0.0254807880	0.0094406989	0.0102666624	-0.0259859031	0.0316108296	-0.0249564197	0.0086076020	0.0110848685	-0.0264713834	0.0315749977	-0.0244131946	0.0077680013	0.0118946989	-0.0269368621	0.0315153078	-0.0238515229	0.0069225312	0.0126955418	-0.0273819875	0.0314318052	-0.0232718292	0.0060718304	0.0134867920	-0.0278064232	0.0313245530	-0.0226745514	0.0052165418	0.0142678516	-0.0282098486	0.0311936320
-0.0255101740	0.0095354675	0.0101256024	-0.0258721657	0.0316166810	-0.0251383477	0.0089416566	0.0107118336	-0.0262241832	0.0315983966	-0.0247568300	0.0083443985	0.0112939352	-0.0265660908	0.0315679304	-0.0243657681	0.0077439235	0.0118716827	-0.0268977566	0.0315252941	-0.0239653128	0.0071404630	0.0124448536	-0.0272190528	0.0314705043	-0.0235556183	0.0065342498	0.0130132266	-0.0275298556	0.0314035820
-0.0255394972	0.0096301421	0.0099843175	-0.0257574070	0.0316205821	-0.0253180427	0.0092746301	0.0103371071	-0.0259717419	0.0316139991	-0.0250930744	0.0089178309	0.0106884621	-0.0261824723	0.0316030283	-0.0248646234	0.0085597941	0.0110383337	-0.0263895688	0.0315876714	-0.0246327215	0.0082005692	0.0113866732	-0.0265930027	0.0315679304	-0.0243974008	0.0078402061	0.0117334324	-0.0267927457	0.0315438081
-0.0255687573	0.0097247216	0.0098428109	-0.0256416314	0.0316225328	-0.0254954889	0.0096064823	0.0099607483	-0.0257141101	0.0316218013	-0.0254218273	0.0094880949	0.0100785322	-0.0257861922	0.0316205821	-0.0253477737	0.0093695612	0.0101961607	-0.0258578767	0.0316188754	-0.0252733292	0.0092508830	0.0103136319	-0.0259291624	0.0316166810	-0.0251984949	0.0091320622	0.0104309441	-0.0260000482	0.0316139991
-0.0255979543	0.0098192051	0.0097010857	-0.0255248435	0.0316225328	-0.0256706704	0.0099371731	0.0095828166	-0.0254513390	0.0316218013	-0.0257429906	0.0100549878	0.0094643998	-0.0253774421	0.0316205821	-0.0258149138	0.0101726475	0.0093458371	-0.0253031538	0.0316188754	-0.0258864389	0.0102901503	0.0092271302	-0.0252284753	0.0316166810	-0.0259575648	0.0104074945	0.0091082810	-0.0251534078	0.0316139991
-0.0256270882	0.0099135917	0.0095591450	-0.0254070479	0.0316205821	-0.0258435716	0.0102666624	0.0092033717	-0.0251834814	0.0316139991	-0.0260564683	0.0106183082	0.0088463210	-0.0249564197	0.0316030283	-0.0262657486	0.0109684804	0.0084880425	-0.0247258943	0.0315876714	-0.0264713834	0.0113171302	0.0081285860	-0.0244919372	0.0315679304	-0.0266733443	0.0116642093	0.0077680013	-0.0242545809	0.0315438081
-0.0256561588	0.0100078804	0.0094169921	-0.0252882493	0.0316166810	-0.0260141773	0.0105949105	0.0088224734	-0.0249105907	0.0315983966	-0.0263621669	0.0111778560	0.0082245535	-0.0245233286	0.0315679304	-0.0266999934	0.0117564923	0.0076234628	-0.0241266123	0.0315252941	-0.0270275265	0.0123305962	0.0070194331	-0.0237205948	0.0314705043	-0.0273446400	0.0128999464	0.0064126973	-0.0233054325	0.0314035820
-0.0256851661	0.0101020704	0.0092746301	-0.0251684524	0.0316108296	-0.0261824723	0.0109218776	0.0084401820	-0.0246327215	0.0315749977	-0.0266599951	0.0117334324	0.0075993565	-0.0240783783	0.0315153078	-0.0271173739	0.0125361214	0.0067527890	-0.0235058416	0.0314318052	-0.0275542629	0.0133293382	0.0059011191	-0.0229155440	0.0313245530	-0.0279703321	0.0141124834	0.0050449903	-0.0223079316	0.0311936320
-0.0257141101	0.0101961607	0.0091320622	-0.0250476618	0.0316030283	-0.0263484416	0.0112475243	0.0080565577	-0.0243499293	0.0315438081	-0.0269498641	0.0122848399	0.0069709908	-0.0236217839	0.0314451899	-0.0275176265	0.0133068118	0.0058767171	-0.0228641350	0.0313072970	-0.0280510196	0.0143121635	0.0047751034	-0.0220779291	0.0311303014	-0.0285493771	0.0152996396	0.0036675257	-0.0212641480	0.0309144244
-0.0257429906	0.0102901503	0.0089892914	-0.0249258824	0.0315932776	-0.0265120704	0.0115718111	0.0076716613	-0.0240622706	0.0315048356	-0.0272316872	0.0128318826	0.0063397183	-0.0231537661	0.0313576155	-0.0279004984	0.0140680139	0.0049959474	-0.0222020641	0.0311518921	-0.0285172560	0.0152778987	0.0036428557	-0.0212089402	0.0308880493	-0.0290808096	0.0164592799	0.0022829675	-0.0201762470	0.0305665791
-0.0257718075	0.0103840384	0.0088463210	-0.0248031190	0.0315815780	-0.0266733443	0.0118946989	0.0072855534	-0.0237698028	0.0314580897	-0.0275053804	0.0133743663	0.0057058023	-0.0226745514	0.0312526333	-0.0282657477	0.0148191850	0.0041111841	-0.0215202186	0.0309657442	-0.0289524650	0.0162253905	0.0025058536	-0.0203098122	0.0305981699	-0.0295637430	0.0175893187	0.0008939938	-0.0190464859	0.0301508683
-0.0258005609	0.0104778240	0.0087031542	-0.0246793764	0.0315679304	-0.0268322490	0.0122161486	0.0068982950	-0.0234725846	0.0314035820	-0.0277708619	0.0139120981	0.0050695071	-0.0221843716	0.0311303014	-0.0286131437	0.0155597896	0.0032231343	-0.0208192058	0.0307490368	-0.0293561729	0.0171535075	0.0013655811	-0.0193818228	0.0302611105	-0.0299973720	0.0186877238	-0.0004967090	-0.0178772086	0.0296682150
-0.0258292507	0.0105715062	0.0085597941	-0.0245546595	0.0315523355	-0.0269887702	0.0125361214	0.0065099473	-0.0231706752	0.0313413259	-0.0280280524	0.0144448870	0.0044310981	-0.0216834635	0.0309906880	-0.0289424671	0.0162892994	0.0023325080	-0.0200996500	0.0305019838	-0.0297279406	0.0180611415	0.0002235264	-0.0184262909	0.0298773905	-0.0303809735	0.0197525196	-0.0018864511	-0.0166708409	0.0291196909
-0.0258578767	0.0106650841	0.0084162439	-0.0244289732	0.0315347943	-0.0271428941	0.0128545785	0.0061205716	-0.0228641350	0.0312713368	-0.0282768752	0.0149725437	0.0037908414	-0.0211720695	0.0308338703	-0.0292535099	0.0170071943	0.0014400172	-0.0193621922	0.0302248290	-0.0300673636	0.0189472086	-0.0009188201	-0.0174445741	0.0294476019	-0.0307139077	0.0207817912	-0.0032725446	-0.0154298859	0.0285065138
-0.0258864389	0.0107585567	0.0082725068	-0.0243023226	0.0315153078	-0.0272946071	0.0131714815	0.0057302294	-0.0225530253	0.0311936320	-0.0285172560	0.0154948807	0.0031490040	-0.0206504369	0.0306599356	-0.0295460754	0.0177129625	0.0005463752	-0.0186074891	0.0299178459	-0.0303740725	0.0198106507	-0.0020599674	-0.0164380677	0.0289724071	-0.0309956194	0.0217736875	-0.0046523085	-0.0141569180	0.0278300451
-0.0259149372	0.0108519231	0.0081285860	-0.0241747125	0.0314938774	-0.0274438956	0.0134867920	0.0053389823	-0.0222374082	0.0311082307	-0.0287491231	0.0160117125	0.0025058536	-0.0201188179	0.0304689803	-0.0298199791	0.0184061007	-0.0003477036	-0.0178362130	0.0295813376	-0.0306477336	0.0206504369	-0.0031984262	-0.0154082019	0.0284525390	-0.0312256387	0.0227264245	-0.0060230742	-0.0128545785	0.0270917867
-0.0259433716	0.0109451824	0.0079844847	-0.0240461480	0.0314705043	-0.0275907463	0.0138004719	0.0049468921	-0.0219173468	0.0310151538	-0.0289724071	0.0165228554	0.0018616583	-0.0195774697	0.0302611105	-0.0300750478	0.0190861147	-0.0012415044	-0.0170490507	0.0292156361	-0.0308880493	0.0214655643	-0.0043327107	-0.0143564402	0.0278887991	-0.0314035820	0.0236382888	-0.0073821906	-0.0115255692	0.0262933778
-0.0259717419	0.0110383337	0.0078402061	-0.0239166342	0.0314451899	-0.0277351463	0.0141124834	0.0045540208	-0.0215929051	0.0309144244	-0.0291870415	0.0170281278	0.0012166867	-0.0190266539	0.0300364415	-0.0303111204	0.0197525196	-0.0021343127	-0.0162467035	0.0288211022	-0.0310947579	0.0222550597	-0.0054613405	-0.0132842771	0.0272820568	-0.0315291525	0.0245076405	-0.0087270288	-0.0101726475	0.0254365910
-0.0260000482	0.0111313760	0.0076957534	-0.0237861762	0.0314179359	-0.0278770827	0.0144227886	0.0041604303	-0.0212641480	0.0308060674	-0.0293929621	0.0175273502	0.0005712078	-0.0184666370	0.0297950981	-0.0305280479	0.0204048402	-0.0030254150	-0.0154298859	0.0283981254	-0.0312676347	0.0230179802	-0.0065828426	-0.0121932364	0.0266332474	-0.0316021409	0.0253329160	-0.0100549878	-0.0087986204	0.0245233286
-0.0260282904	0.0112243085	0.0075511298	-0.0236547792	0.0313887438	-0.0280165429	0.0147313501	0.0037661829	-0.0209311410	0.0306901094	-0.0295901076	0.0180203452	-0.0000745093	-0.0178976899	0.0295372143	-0.0307256932	0.0210426115	-0.0039140987	-0.0145993254	0.0279471231	-0.0314064915	0.0237534148	-0.0076957534	-0.0110848685	0.0259433716	-0.0316224255	0.0261126312	-0.0113634992	-0.0074063385	0.0235556183
-0.0260564683	0.0113171302	0.0074063385	-0.0235224484	0.0313576155	-0.0281535145	0.0150381306	0.0033713407	-0.0205939509	0.0305665791	-0.0297784189	0.0185069376	-0.0007201954	-0.0173200875	0.0292629332	-0.0309039316	0.0216653785	-0.0047996536	-0.0137557618	0.0274685403	-0.0315111772	0.0244604854	-0.0087986204	-0.0099607483	0.0252134929	-0.0315899723	0.0268453836	-0.0126500320	-0.0059986906	0.0225356087
-0.0260845819	0.0114098402	0.0072613828	-0.0233891889	0.0313245530	-0.0282879853	0.0153430929	0.0029759662	-0.0202526449	0.0304355069	-0.0299578400	0.0189869547	-0.0013655811	-0.0167341093	0.0289724071	-0.0310626503	0.0222726974	-0.0056813717	-0.0128999464	0.0269628494	-0.0315815780	0.0251383477	-0.0098900042	-0.0088224734	0.0244447369	-0.0315048356	0.0275298556	-0.0139120981	-0.0045785970	0.0214655643
-0.0261126312	0.0115024376	0.0071162658	-0.0232550060	0.0312895582	-0.0284199434	0.0156462002	0.0025801217	-0.0199072913	0.0302969253	-0.0301283172	0.0194602257	-0.0020103974	-0.0161400387	0.0286657973	-0.0312017492	0.0228641350	-0.0065585482	-0.0120326414	0.0264305495	-0.0316176173	0.0257861922	-0.0109684804	-0.0076716613	0.0236382888	-0.0313671572	0.0281648161	-0.0151472563	-0.0031490040	0.0203478611
-0.0261406160	0.0115949214	0.0069709908	-0.0231199051	0.0312526333	-0.0285493771	0.0159474159	0.0021838698	-0.0195579591	0.0301508683	-0.0302897997	0.0199265826	-0.0026543754	-0.0155381629	0.0283432739	-0.0313211404	0.0234392697	-0.0074304819	-0.0111546194	0.0258721657	-0.0316192557	0.0264032453	-0.0120326414	-0.0065099473	0.0227953923	-0.0311771668	0.0287491231	-0.0163531178	-0.0017128778	0.0191849805
-0.0261685363	0.0116872908	0.0068255609	-0.0229838915	0.0312137806	-0.0286762749	0.0162467035	0.0017872730	-0.0192047181	0.0299973720	-0.0304422392	0.0203858597	-0.0032972467	-0.0149287729	0.0280050161	-0.0314207485	0.0239976913	-0.0082964758	-0.0102666624	0.0252882493	-0.0315864917	0.0269887702	-0.0130810986	-0.0053389823	0.0219173468	-0.0309351813	0.0292817257	-0.0175273502	-0.0002731978	0.0179795044
-0.0261963921	0.0117795449	0.0066799795	-0.0228469705	0.0311730025	-0.0288006255	0.0165440269	0.0013903940	-0.0188476390	0.0298364744	-0.0305855902	0.0208378939	-0.0039387430	-0.0143121635	0.0276512116	-0.0315005106	0.0245390017	-0.0091558377	-0.0093695612	0.0246793764	-0.0315193607	0.0275420677	-0.0141124834	-0.0041604303	0.0210055065	-0.0306416043	0.0297616662	-0.0186676824	0.0011670490	0.0167341093
-0.0262241832	0.0118716827	0.0065342498	-0.0227091475	0.0311303014	-0.0289224179	0.0168393500	0.0009932954	-0.0184867930	0.0296682150	-0.0307198100	0.0212825244	-0.0045785970	-0.0136886329	0.0272820568	-0.0315603763	0.0250628148	-0.0100078804	-0.0084641149	0.0240461480	-0.0314179359	0.0280624772	-0.0151254498	-0.0029759662	0.0200612771	-0.0302969253	0.0301880814	-0.0197719088	0.0026048745	0.0154515604
-0.0262519096	0.0119637034	0.0063883749	-0.0225704280	0.0310856802	-0.0290416412	0.0171326373	0.0005960400	-0.0181222524	0.0294926355	-0.0308448584	0.0217195933	-0.0052165418	-0.0130584826	0.0268977566	-0.0316003078	0.0255687573	-0.0108519231	-0.0075511298	0.0233891889	-0.0312823275	0.0285493771	-0.0161186758	-0.0017872730	0.0190861147	-0.0299017191	0.0305602043	-0.0208378939	0.0040372957	0.0141347051
-0.0262795713	0.0120556060	0.0062423582	-0.0224308175	0.0310391414	-0.0291582848	0.0174238532	0.0001986905	-0.0177540898	0.0293097791	-0.0309606981	0.0221489454	-0.0058523114	-0.0124220174	0.0264985244	-0.0316202798	0.0260564683	-0.0116872908	-0.0066314193	0.0227091475	-0.0311126832	0.0290021862	-0.0170908651	-0.0005960400	0.0180815229	-0.0294566449	0.0308773658	-0.0218635757	0.0054613405	0.0127864672
-0.0263071681	0.0121473896	0.0060962029	-0.0222903214	0.0309906880	-0.0292723385	0.0177129625	-0.0001986905	-0.0173823791	0.0291196909	-0.0310672946	0.0225704280	-0.0064856408	-0.0117795449	0.0260845819	-0.0316202798	0.0265256001	-0.0125133160	-0.0057058023	0.0220066949	-0.0309091875	0.0294203637	-0.0180407489	0.0005960400	0.0170490507	-0.0289624450	0.0311389954	-0.0228469705	0.0068740545	0.0114098402
-0.0263347000	0.0122390533	0.0059499122	-0.0221489454	0.0309403229	-0.0293837920	0.0179999303	-0.0005960400	-0.0170071943	0.0289224179	-0.0311646160	0.0229838915	-0.0071162658	-0.0111313760	0.0256561588	-0.0316003078	0.0269758181	-0.0133293382	-0.0047751034	0.0212825244	-0.0306720619	0.0298034101	-0.0189670875	0.0017872730	0.0159902902	-0.0284199434	0.0313446225	-0.0237861762	0.0082725068	0.0100078804
-0.0263621669	0.0123305962	0.0058034893	-0.0220066949	0.0308880493	-0.0294926355	0.0182847219	-0.0009932954	-0.0166286106	0.0287180087	-0.0312526333	0.0233891889	-0.0077439235	-0.0104778240	0.0252134929	-0.0315603763	0.0274068015	-0.0141347051	-0.0038401515	0.0205373505	-0.0304015642	0.0301508683	-0.0198686718	0.0029759662	0.0149068737	-0.0278300451	0.0314938774	-0.0246793764	0.0096537959	0.0085837007
-0.0263895688	0.0124220174	0.0056569376	-0.0218635757	0.0308338703	-0.0295988592	0.0185673029	-0.0013903940	-0.0162467035	0.0285065138	-0.0313313201	0.0237861762	-0.0083683521	-0.0098192051	0.0247568300	-0.0315005106	0.0278182427	-0.0149287729	-0.0029017792	0.0197719088	-0.0300979889	0.0304623232	-0.0207443253	0.0041604303	0.0138004719	-0.0271937337	0.0315864917	-0.0255248435	0.0110150560	0.0071404630
-0.0264169055	0.0125133160	0.0055102603	-0.0217195933	0.0307777894	-0.0297024539	0.0188476390	-0.0017872730	-0.0158615494	0.0282879853	-0.0314006531	0.0241747125	-0.0089892914	-0.0091558377	0.0242864237	-0.0314207485	0.0282098486	-0.0157109069	-0.0019608225	0.0189869547	-0.0297616662	0.0307374029	-0.0215929051	0.0053389823	0.0126727908	-0.0265120704	0.0316222987	-0.0263209422	0.0123534629	0.0056813717
-0.0264441771	0.0126044911	0.0053634606	-0.0215747535	0.0307198100	-0.0298034101	0.0191256964	-0.0021838698	-0.0154732253	0.0280624772	-0.0314606114	0.0245546595	-0.0096064823	-0.0084880425	0.0238025349	-0.0313211404	0.0285813398	-0.0164804819	-0.0010181193	0.0181832626	-0.0293929621	0.0309757790	-0.0224133038	0.0065099473	0.0115255692	-0.0257861922	0.0316012341	-0.0270661327	0.0136662398	0.0042096663
-0.0264713834	0.0126955418	0.0052165418	-0.0214290619	0.0306599356	-0.0299017191	0.0194014415	-0.0025801217	-0.0150818088	0.0278300451	-0.0315111772	0.0249258824	-0.0102196676	-0.0078161427	0.0233054325	-0.0312017492	0.0289324514	-0.0172368826	-0.0000745093	0.0173616259	-0.0289922777	0.0311771668	-0.0232044505	0.0076716613	0.0103605760	-0.0250173095	0.0315233358	-0.0277589738	0.0149506629	0.0027286145
-0.0264985244	0.0127864672	0.0050695071	-0.0212825244	0.0305981699	-0.0299973720	0.0196748410	-0.0029759662	-0.0146873781	0.0275907463	-0.0315523355	0.0252882493	-0.0108285915	-0.0071404630	0.0227953923	-0.0310626503	0.0292629332	-0.0179795044	0.0008691670	0.0165228554	-0.0285600490	0.0313413259	-0.0239653128	0.0088224734	0.0091796075	-0.0242067047	0.0313887438	-0.0283981254	0.0162040675	0.0012415044
-0.0265256001	0.0128772664	0.0049223599	-0.0211351466	0.0305345169	-0.0300903604	0.0199458617	-0.0033713407	-0.0142900120	0.0273446400	-0.0315840738	0.0256416314	-0.0114330001	-0.0064613303	0.0222726974	-0.0309039316	0.0295725494	-0.0187077537	0.0018120692	0.0156677788	-0.0280967462	0.0314680602	-0.0246948976	0.0099607483	0.0079844847	-0.0233557295	0.0311977002	-0.0289823513	0.0174238532	-0.0002483622
-0.0265526103	0.0129679385	0.0047751034	-0.0209869345	0.0304689803	-0.0301806760	0.0202144709	-0.0037661829	-0.0138897900	0.0270917867	-0.0316063828	0.0259859031	-0.0120326414	-0.0057790729	0.0217376381	-0.0307256932	0.0298610793	-0.0194210482	0.0027533575	0.0147972400	-0.0276028734	0.0315572184	-0.0253922528	0.0110848685	0.0067770505	-0.0224658033	0.0309505487	-0.0295105216	0.0186074891	-0.0017376773
-0.0265795549	0.0130584826	0.0046277408	-0.0208378939	0.0304015642	-0.0302683108	0.0204806362	-0.0041604303	-0.0134867920	0.0268322490	-0.0316192557	0.0263209422	-0.0126272655	-0.0050940208	0.0211905114	-0.0305280479	0.0301283172	-0.0201188179	0.0036921934	0.0139120981	-0.0270789681	0.0316086939	-0.0260564683	0.0121932364	0.0055591665	-0.0215384102	0.0306477336	-0.0299816147	0.0197525196	-0.0032231343
-0.0266064340	0.0131488979	0.0044802755	-0.0206880306	0.0303322729	-0.0303532569	0.0207443253	-0.0045540208	-0.0130810986	0.0265660908	-0.0316226888	0.0266466295	-0.0132166242	-0.0044065053	0.0206316210	-0.0303111204	0.0303740725	-0.0208005049	0.0046277408	0.0130132266	-0.0265256001	0.0316224255	-0.0266866771	0.0132842771	0.0043327107	-0.0205750968	0.0302897997	-0.0303947194	0.0208565690	-0.0047014352
-0.0266332474	0.0132391834	0.0043327107	-0.0205373505	0.0302611105	-0.0304355069	0.0210055065	-0.0049468921	-0.0126727908	0.0262933778	-0.0316166810	0.0269628494	-0.0138004719	-0.0037168589	0.0200612771	-0.0300750478	0.0305981699	-0.0214655643	0.0055591665	0.0121015127	-0.0259433716	0.0315983966	-0.0272820568	0.0143564402	0.0030995741	-0.0195774697	0.0298773905	-0.0307490368	0.0219173468	-0.0061692977
-0.0266599951	0.0133293382	0.0041850496	-0.0203858597	0.0301880814	-0.0305150535	0.0212641480	-0.0053389823	-0.0122619503	0.0260141773	-0.0316012341	0.0272694896	-0.0143785652	-0.0030254150	0.0194797964	-0.0298199791	0.0308004498	-0.0221134645	0.0064856408	0.0111778560	-0.0253329160	0.0315366359	-0.0278418302	0.0154082019	0.0018616583	-0.0185471926	0.0294112479	-0.0310438815	0.0229326521	-0.0076234628
-0.0266866771	0.0134193614	0.0040372957	-0.0202335641	0.0301131902	-0.0305918895	0.0215202186	-0.0057302294	-0.0118486592	0.0257285582	-0.0315763527	0.0275664410	-0.0149506629	-0.0023325080	0.0188875018	-0.0295460754	0.0309807678	-0.0227436875	0.0074063385	0.0102431682	-0.0246948976	0.0314372173	-0.0283652670	0.0164380677	0.0006208719	-0.0174859837	0.0288922102	-0.0312786832	0.0239003785	-0.0090607019
-0.0267132932	0.0135092522	0.0038894520	-0.0200804698	0.0300364415	-0.0306660082	0.0217736875	-0.0061205716	-0.0114330001	0.0254365910	-0.0315420442	0.0278535982	-0.0155165266	-0.0016384731	0.0182847219	-0.0292535099	0.0311389954	-0.0233557295	0.0083204397	0.0092983715	-0.0240300106	0.0313002594	-0.0288516839	0.0174445741	-0.0006208719	-0.0163956130	0.0283212109	-0.0314529880	0.0248185181	-0.0104778240
-0.0267398434	0.0135990097	0.0037415220	-0.0199265826	0.0299578400	-0.0307374029	0.0220245238	-0.0065099473	-0.0110150560	0.0251383477	-0.0314983190	0.0281308592	-0.0160759202	-0.0009436458	0.0176717915	-0.0289424671	0.0312750197	-0.0239491014	0.0092271302	0.0083443985	-0.0233389782	0.0311259257	-0.0293004460	0.0184262909	-0.0018616583	-0.0152778987	0.0276992768	-0.0315664585	0.0256851661	-0.0118716827
-0.0267663276	0.0136886329	0.0035935089	-0.0197719088	0.0298773905	-0.0308060674	0.0222726974	-0.0068982950	-0.0105949105	0.0248339019	-0.0314451899	0.0283981254	-0.0166286106	-0.0002483622	0.0170490507	-0.0286131437	0.0313887438	-0.0245233286	0.0101256024	0.0073821906	-0.0226225525	0.0309144244	-0.0297109678	0.0193818228	-0.0030995741	-0.0141347051	0.0270275265	-0.0316188754	0.0264985244	-0.0132391834
