Cosine00	Cosine01	Cosine02	Cosine03	Cosine04	Cosine05	Cosine06	Cosine07	Cosine08	Cosine09	Cosine10	Cosine11	Cosine12	Cosine13	Cosine14	Cosine15	Cosine16	Cosine17	Cosine18	Cosine19	Cosine20	Cosine21	Cosine22	Cosine23	Cosine24	Cosine25	Cosine26	Cosine27	Cosine28	Cosine29
0.0302611105	0.0262933778	0.0200612771	0.0121015127	0.0030995741	-0.0061692977	-0.0149068737	-0.0223606798	-0.0278887991	-0.0310151538	-0.0314705043	-0.0292156361	-0.0244447369	-0.0175686734	-0.0091796075	-0.0000000000	0.0091796075	0.0175686734	0.0244447369	0.0292156361	0.0314705043	0.0310151538	0.0278887991	0.0223606798	0.0149068737	0.0061692977	-0.0030995741	-0.0121015127	-0.0200612771	-0.0262933778
0.0302466538	0.0262380545	0.0199458617	0.0119177078	0.0028523123	-0.0064613303	-0.0152126198	-0.0226398995	-0.0280967462	-0.0311082307	-0.0314122524	-0.0289823513	-0.0240300106	-0.0169862504	-0.0084641149	0.0007946834	0.0099843175	0.0183049800	0.0250324934	0.0295813376	0.0315556102	0.0307834830	0.0273321570	0.0215020138	0.0138004719	0.0048978247	-0.0044310981	-0.0133743663	-0.0211536146	-0.0270917867
0.0302321226	0.0261824723	0.0198300033	0.0117334324	0.0026048745	-0.0067527890	-0.0155165266	-0.0229155440	-0.0282990780	-0.0311936320	-0.0313446225	-0.0287387693	-0.0236052643	-0.0163956130	-0.0077439235	0.0015888648	0.0107819083	0.0190266539	0.0255979543	0.0299178459	0.0316063828	0.0305150535	0.0267398434	0.0206127923	0.0126727908	0.0036181834	-0.0057546529	-0.0146213521	-0.0222020641	-0.0278300451
0.0302175167	0.0261266316	0.0197137046	0.0115486937	0.0023572761	-0.0070436478	-0.0158185574	-0.0231875700	-0.0284957540	-0.0312713368	-0.0312676347	-0.0284849766	-0.0231706752	-0.0157970468	-0.0070194331	0.0023820427	0.0115718111	0.0197331182	0.0261406160	0.0302248290	0.0316227668	0.0302101859	0.0261126312	0.0196942789	0.0115255692	0.0023325080	-0.0070678582	-0.0158400583	-0.0232044505	-0.0285065138
0.0302028363	0.0260705331	0.0195969681	0.0113634992	0.0021095323	-0.0073338810	-0.0161186758	-0.0234559344	-0.0286867349	-0.0313413259	-0.0311813120	-0.0282210632	-0.0227264245	-0.0151908413	-0.0062910460	0.0031737161	0.0123534629	0.0204238081	0.0266599951	0.0305019838	0.0316047445	0.0298692441	0.0254513390	0.0187477788	0.0103605760	0.0010429426	-0.0083683521	-0.0170281278	-0.0241586940	-0.0291196909
0.0301880814	0.0260141773	0.0194797964	0.0111778560	0.0018616583	-0.0076234628	-0.0164168454	-0.0237205948	-0.0288719827	-0.0314035820	-0.0310856802	-0.0279471231	-0.0222726974	-0.0145772897	-0.0055591665	0.0039633848	0.0131263062	0.0210981716	0.0271556292	0.0307490368	0.0315523355	0.0294926355	0.0247568300	0.0177746371	0.0091796075	-0.0002483622	-0.0096537959	-0.0181832626	-0.0250628148	-0.0296682150
0.0301732520	0.0259575648	0.0193621922	0.0109917716	0.0016136695	-0.0079123674	-0.0167130302	-0.0239815094	-0.0290514602	-0.0314580897	-0.0309807678	-0.0276632535	-0.0218096831	-0.0139566886	-0.0048242008	0.0047505502	0.0138897900	0.0217556695	0.0276270766	0.0309657442	0.0314655967	0.0290808096	0.0240300106	0.0167762367	0.0079844847	-0.0015392527	-0.0109218776	-0.0193032287	-0.0259149372	-0.0301508683
0.0301583481	0.0259006960	0.0192441580	0.0108052532	0.0013655811	-0.0082005692	-0.0170071943	-0.0242386371	-0.0292251316	-0.0315048356	-0.0308666061	-0.0273695552	-0.0213375747	-0.0133293382	-0.0040865571	0.0055347151	0.0146433698	0.0223957762	0.0280739175	0.0311518921	0.0313446225	0.0286342581	0.0232718292	0.0157539963	0.0067770505	-0.0028275762	-0.0121703168	-0.0203858597	-0.0267132932	-0.0305665791
0.0301433699	0.0258435716	0.0191256964	0.0106183082	0.0011174085	-0.0084880425	-0.0172993023	-0.0244919372	-0.0293929621	-0.0315438081	-0.0307432293	-0.0270661327	-0.0208565690	-0.0126955418	-0.0033466448	0.0063153841	0.0153865084	0.0230179802	0.0284957540	0.0313072970	0.0311895446	0.0281535145	0.0224832755	0.0147093686	0.0055591665	-0.0041111841	-0.0133968680	-0.0214290619	-0.0274562264	-0.0309144244
0.0301283172	0.0257861922	0.0190068101	0.0104309441	0.0008691670	-0.0087747619	-0.0175893187	-0.0247413698	-0.0295549183	-0.0315749977	-0.0306106742	-0.0267530937	-0.0203668667	-0.0120556060	-0.0026048745	0.0070920642	0.0161186758	0.0236217839	0.0288922102	0.0314318052	0.0310005317	0.0276391526	0.0216653785	0.0136438381	0.0043327107	-0.0053879356	-0.0145993254	-0.0224308175	-0.0281421955	-0.0311936320
0.0301131902	0.0257285582	0.0188875018	0.0102431682	0.0006208719	-0.0090607019	-0.0178772086	-0.0249868954	-0.0297109678	-0.0315983966	-0.0304689803	-0.0264305495	-0.0198686718	-0.0114098402	-0.0018616583	0.0078642647	0.0168393500	0.0242067047	0.0292629332	0.0315252941	0.0307777894	0.0270917867	0.0208192058	0.0125589190	0.0030995741	-0.0066557014	-0.0157755264	-0.0233891889	-0.0287697773	-0.0314035820
0.0300979889	0.0256706704	0.0187677740	0.0100549878	0.0003725384	-0.0093458371	-0.0181629371	-0.0252284753	-0.0298610793	-0.0316139991	-0.0303181899	-0.0260986146	-0.0193621922	-0.0107585567	-0.0011174085	0.0086314981	0.0175480172	0.0247722750	0.0296075927	0.0315876714	0.0305215601	0.0265120704	0.0199458617	0.0114561530	0.0018616583	-0.0079123674	-0.0169233557	-0.0243023226	-0.0293376697	-0.0315438081
0.0300827134	0.0256125291	0.0186476295	0.0098664106	0.0001241820	-0.0096301421	-0.0184464696	-0.0254660714	-0.0300052230	-0.0316218013	-0.0301583481	-0.0257574070	-0.0188476390	-0.0101020704	-0.0003725384	0.0093932796	0.0182441720	0.0253180427	0.0299258817	0.0316188754	0.0302321226	0.0259006960	0.0190464859	0.0103371071	0.0006208719	-0.0091558377	-0.0180407489	-0.0251684524	-0.0298446944	-0.0316139991
0.0300673636	0.0255541351	0.0185270708	0.0096774438	-0.0001241820	-0.0099135917	-0.0187277720	-0.0256996460	-0.0301433699	-0.0316218013	-0.0299895026	-0.0254070479	-0.0183252268	-0.0094406989	0.0003725384	0.0101491281	0.0189273180	0.0258435716	0.0302175167	0.0316188754	0.0299097918	0.0252583935	0.0181222524	0.0092033717	-0.0006208719	-0.0103840384	-0.0191256964	-0.0259859031	-0.0302897997	-0.0316139991
0.0300519396	0.0254954889	0.0184061007	0.0094880949	-0.0003725384	-0.0101961607	-0.0190068101	-0.0259291624	-0.0302754924	-0.0316139991	-0.0298117038	-0.0250476618	-0.0177951734	-0.0087747619	0.0011174085	0.0108985662	0.0195969681	0.0263484416	0.0304822381	0.0315876714	0.0295549183	0.0245859298	0.0171743672	0.0080565577	-0.0018616583	-0.0115949214	-0.0201762470	-0.0267530937	-0.0306720619	-0.0315438081
0.0300364415	0.0254365910	0.0182847219	0.0092983715	-0.0006208719	-0.0104778240	-0.0192835503	-0.0261545842	-0.0304015642	-0.0315983966	-0.0296250047	-0.0246793764	-0.0172576998	-0.0081045816	0.0018616583	0.0116411205	0.0202526449	0.0268322490	0.0307198100	0.0315252941	0.0291678884	0.0238841080	0.0162040675	0.0068982950	-0.0030995741	-0.0127864672	-0.0211905114	-0.0274685403	-0.0309906880	-0.0314035820
0.0300208693	0.0253774421	0.0181629371	0.0091082810	-0.0008691670	-0.0107585567	-0.0195579591	-0.0263758760	-0.0305215601	-0.0315749977	-0.0294294612	-0.0243023226	-0.0167130302	-0.0074304819	0.0026048745	0.0123763220	0.0208938808	0.0272946071	0.0309300207	0.0314318052	0.0287491231	0.0231537661	0.0152126198	0.0057302294	-0.0043327107	-0.0139566886	-0.0221666653	-0.0281308592	-0.0312450169	-0.0311936320
0.0300052230	0.0253180427	0.0180407489	0.0089178309	-0.0011174085	-0.0110383337	-0.0198300033	-0.0265930027	-0.0306354561	-0.0315438081	-0.0292251316	-0.0239166342	-0.0161613916	-0.0067527890	0.0033466448	0.0131037064	0.0215202186	0.0277351463	0.0311126832	0.0313072970	0.0282990780	0.0223957762	0.0142013178	0.0045540208	-0.0055591665	-0.0151036340	-0.0231029532	-0.0287387693	-0.0314345210	-0.0309144244
0.0299895026	0.0252583935	0.0179181601	0.0087270288	-0.0013655811	-0.0113171302	-0.0200996500	-0.0268059300	-0.0307432293	-0.0315048356	-0.0290120768	-0.0235224484	-0.0156030141	-0.0060718304	0.0040865571	0.0138228142	0.0221312117	0.0281535145	0.0312676347	0.0311518921	0.0278182427	0.0216110435	0.0131714815	0.0033713407	-0.0067770505	-0.0162253905	-0.0239976913	-0.0292910949	-0.0315588070	-0.0305665791
0.0299737083	0.0251984949	0.0177951734	0.0085358822	-0.0016136695	-0.0115949214	-0.0203668667	-0.0270146244	-0.0308448584	-0.0314580897	-0.0287903605	-0.0231199051	-0.0150381306	-0.0053879356	0.0048242008	0.0145331913	0.0227264245	0.0285493771	0.0313947372	0.0309657442	0.0273071406	0.0208005049	0.0121244549	0.0021838698	-0.0079844847	-0.0173200875	-0.0248492703	-0.0297867677	-0.0316176173	-0.0301508683
0.0299578400	0.0251383477	0.0176717915	0.0083443985	-0.0018616583	-0.0118716827	-0.0206316210	-0.0272190528	-0.0309403229	-0.0314035820	-0.0285600490	-0.0227091475	-0.0144669765	-0.0047014352	0.0055591665	0.0152343888	0.0233054325	0.0289224179	0.0314938774	0.0307490368	0.0267663276	0.0199651284	0.0110616045	0.0009932954	-0.0091796075	-0.0183858992	-0.0256561588	-0.0302248290	-0.0316108296	-0.0296682150
0.0299418978	0.0250779524	0.0175480172	0.0081525854	-0.0021095323	-0.0121473896	-0.0208938808	-0.0274191831	-0.0310296038	-0.0313413259	-0.0283212109	-0.0222903214	-0.0138897900	-0.0040126612	0.0062910460	0.0159259640	0.0238678228	0.0292723385	0.0315649671	0.0305019838	0.0261963921	0.0191059115	0.0099843175	-0.0001986905	-0.0103605760	-0.0194210482	-0.0264169055	-0.0306044315	-0.0315384582	-0.0291196909
0.0299258817	0.0250173095	0.0174238532	0.0079604505	-0.0023572761	-0.0124220174	-0.0211536146	-0.0276149835	-0.0311126832	-0.0312713368	-0.0280739175	-0.0218635757	-0.0133068118	-0.0033219467	0.0070194331	0.0166074800	0.0244131946	0.0295988592	0.0316079431	0.0302248290	0.0255979543	0.0182238801	0.0088939998	-0.0013903940	-0.0115255692	-0.0204238081	-0.0271301424	-0.0309248410	-0.0314006531	-0.0285065138
0.0299097918	0.0249564197	0.0172993023	0.0077680013	-0.0026048745	-0.0126955418	-0.0214107909	-0.0278064232	-0.0311895446	-0.0311936320	-0.0278182427	-0.0214290619	-0.0127182849	-0.0026296258	0.0077439235	0.0172785064	0.0249411588	0.0299017191	0.0316227668	0.0299178459	0.0249716653	0.0173200875	0.0077920744	-0.0025801217	-0.0126727908	-0.0213925066	-0.0277945866	-0.0311854379	-0.0311977002	-0.0278300451
0.0298936280	0.0248952837	0.0171743672	0.0075752455	-0.0028523123	-0.0129679385	-0.0216653785	-0.0279934720	-0.0312601725	-0.0311082307	-0.0275542629	-0.0209869345	-0.0121244549	-0.0019360332	0.0084641149	0.0179386193	0.0254513390	0.0301806760	0.0316094253	0.0295813376	0.0243182065	0.0163956130	0.0066799795	-0.0037661829	-0.0138004719	-0.0223255281	-0.0284090432	-0.0313857181	-0.0309300207	-0.0270917867
0.0298773905	0.0248339019	0.0170490507	0.0073821906	-0.0030995741	-0.0132391834	-0.0219173468	-0.0281761003	-0.0313245530	-0.0310151538	-0.0272820568	-0.0205373505	-0.0115255692	-0.0012415044	0.0091796075	0.0185874017	0.0259433716	0.0304355069	0.0315679304	0.0292156361	0.0236382888	0.0154515604	0.0055591665	-0.0049468921	-0.0149068737	-0.0232213167	-0.0289724071	-0.0315252941	-0.0305981699	-0.0262933778
0.0298610793	0.0247722750	0.0169233557	0.0071888442	-0.0033466448	-0.0135092522	-0.0221666653	-0.0283542792	-0.0313826730	-0.0309144244	-0.0270017056	-0.0200804698	-0.0109218776	-0.0005463752	0.0098900042	0.0192244440	0.0264169055	0.0306660082	0.0314983190	0.0288211022	0.0229326521	0.0144890570	0.0044310981	-0.0061205716	-0.0159902902	-0.0240783783	-0.0294836651	-0.0316038962	-0.0302028363	-0.0254365910
0.0298446944	0.0247104036	0.0167972848	0.0069952141	-0.0035935089	-0.0137781211	-0.0224133038	-0.0285279807	-0.0314345210	-0.0308060674	-0.0267132932	-0.0196164545	-0.0103136319	0.0001490183	0.0105949105	0.0198493437	0.0268716033	0.0308719955	0.0314006531	0.0283981254	0.0222020641	0.0135092522	0.0032972467	-0.0072855534	-0.0170490507	-0.0248952837	-0.0299418978	-0.0316213721	-0.0297448401	-0.0245233286
0.0298282359	0.0246482883	0.0166708409	0.0068013078	-0.0038401515	-0.0140457661	-0.0226572324	-0.0286971772	-0.0314800866	-0.0306901094	-0.0264169055	-0.0191454696	-0.0097010857	0.0008443396	0.0112939352	0.0204617061	0.0273071406	0.0310533042	0.0312750197	0.0279471231	0.0214473197	0.0125133160	0.0021590919	-0.0084401820	-0.0180815229	-0.0256706704	-0.0303462810	-0.0315776882	-0.0292251316	-0.0235556183
0.0298117038	0.0245859298	0.0165440269	0.0066071330	-0.0040865571	-0.0143121635	-0.0228984218	-0.0288618422	-0.0315193607	-0.0305665791	-0.0261126312	-0.0186676824	-0.0090844943	0.0015392527	0.0119866901	0.0210611445	0.0277232069	0.0312097894	0.0311215307	0.0274685403	0.0206692401	0.0115024376	0.0010181193	-0.0095828166	-0.0190861147	-0.0264032453	-0.0306960874	-0.0314729290	-0.0286447889	-0.0225356087
0.0297950981	0.0245233286	0.0164168454	0.0064126973	-0.0043327107	-0.0145772897	-0.0231368428	-0.0290219495	-0.0315523355	-0.0304355069	-0.0258005609	-0.0181832626	-0.0084641149	0.0022334214	0.0126727908	0.0216472802	0.0281195055	0.0313413259	0.0309403229	0.0269628494	0.0198686718	0.0104778240	-0.0001241820	-0.0107118336	-0.0200612771	-0.0270917867	-0.0309906880	-0.0313072970	-0.0280050161	-0.0214655643
0.0297784189	0.0244604854	0.0162892994	0.0062180085	-0.0045785970	-0.0148411209	-0.0233724664	-0.0291774739	-0.0315790043	-0.0302969253	-0.0254807880	-0.0176923825	-0.0078402061	0.0029265100	0.0133518563	0.0222197430	0.0284957540	0.0314478087	0.0307315576	0.0264305495	0.0190464859	0.0094406989	-0.0012663213	-0.0118256284	-0.0210055065	-0.0277351463	-0.0312295528	-0.0310811125	-0.0273071406	-0.0203478611
0.0297616662	0.0243974008	0.0161613916	0.0060230742	-0.0048242008	-0.0151036340	-0.0236052643	-0.0293283909	-0.0315993619	-0.0301508683	-0.0251534078	-0.0171952163	-0.0072130282	0.0036181834	0.0140235097	0.0227781714	0.0288516839	0.0315291525	0.0304954207	0.0258721657	0.0182035770	0.0083923006	-0.0024068079	-0.0129226184	-0.0219173468	-0.0283322511	-0.0314122524	-0.0307948132	-0.0265526103	-0.0191849805
0.0297448401	0.0243340754	0.0160331250	0.0058279022	-0.0050695071	-0.0153648054	-0.0238352083	-0.0294746766	-0.0316134042	-0.0299973720	-0.0248185181	-0.0166919407	-0.0065828426	0.0043081071	0.0146873781	0.0233222126	0.0291870415	0.0315852925	0.0302321226	0.0252882493	0.0173408621	0.0073338810	-0.0035441534	-0.0140012446	-0.0227953923	-0.0288821054	-0.0315384582	-0.0304489526	-0.0257429906	-0.0179795044
0.0297279406	0.0242705098	0.0159045023	0.0056325000	-0.0053145007	-0.0156246120	-0.0240622706	-0.0296163078	-0.0316211283	-0.0298364744	-0.0244762189	-0.0161827346	-0.0059499122	0.0049959474	0.0153430929	0.0238515229	0.0295015876	0.0316161836	0.0299418978	0.0246793764	0.0164592799	0.0062667040	-0.0046768733	-0.0150599743	-0.0236382888	-0.0293837920	-0.0316079431	-0.0300441998	-0.0248799612	-0.0167341093
0.0297109678	0.0242067047	0.0157755264	0.0054368755	-0.0055591665	-0.0158830307	-0.0242864237	-0.0297532624	-0.0316225328	-0.0296682150	-0.0241266123	-0.0156677788	-0.0053145007	0.0056813717	0.0159902902	0.0243657681	0.0297950981	0.0316218013	0.0296250047	0.0240461480	0.0155597896	0.0051920440	-0.0058034893	-0.0160973030	-0.0244447369	-0.0298364744	-0.0316205821	-0.0295813376	-0.0239653128	-0.0154515604
0.0296939216	0.0241426606	0.0156462002	0.0052410364	-0.0058034893	-0.0161400387	-0.0245076405	-0.0298855185	-0.0316176173	-0.0294926355	-0.0237698028	-0.0151472563	-0.0046768733	0.0063640486	0.0166286106	0.0248646234	0.0300673636	0.0316021409	0.0292817257	0.0233891889	0.0146433698	0.0041111841	-0.0069225312	-0.0171117565	-0.0252134929	-0.0302393975	-0.0315763527	-0.0290612612	-0.0230009429	-0.0141347051
0.0296768022	0.0240783783	0.0155165266	0.0050449903	-0.0060474542	-0.0163956130	-0.0247258943	-0.0300130554	-0.0316063828	-0.0293097791	-0.0234058969	-0.0146213521	-0.0040372957	0.0070436478	0.0172576998	0.0253477737	0.0303181899	0.0315572184	0.0289123665	0.0227091475	0.0137110177	0.0030254150	-0.0080325384	-0.0181018932	-0.0259433716	-0.0305918895	-0.0314753343	-0.0284849766	-0.0219888524	-0.0127864672
0.0296596095	0.0240138583	0.0153865084	0.0048487451	-0.0062910460	-0.0166497309	-0.0249411588	-0.0301358528	-0.0315888316	-0.0291196909	-0.0230350032	-0.0140902530	-0.0033960346	0.0077198408	0.0178772086	0.0258149138	0.0305473983	0.0314870694	0.0285172560	0.0220066949	0.0127637476	0.0019360332	-0.0091320622	-0.0190663062	-0.0266332474	-0.0308933624	-0.0313177085	-0.0278535982	-0.0209311410	-0.0114098402
0.0296423437	0.0239491014	0.0152561485	0.0046523085	-0.0065342498	-0.0169023699	-0.0251534078	-0.0302538915	-0.0315649671	-0.0289224179	-0.0226572324	-0.0135541477	-0.0027533575	0.0083923006	0.0184867930	0.0262657486	0.0307548252	0.0313917502	0.0280967462	0.0212825244	0.0118025903	0.0008443396	-0.0102196676	-0.0200036249	-0.0272820568	-0.0311433135	-0.0311037589	-0.0271683474	-0.0198300033	-0.0100078804
0.0296250047	0.0238841080	0.0151254498	0.0044556882	-0.0067770505	-0.0171535075	-0.0253626157	-0.0303671527	-0.0315347943	-0.0287180087	-0.0222726974	-0.0130132266	-0.0021095323	0.0090607019	0.0190861147	0.0266999934	0.0309403229	0.0312713368	0.0276512116	0.0205373505	0.0108285915	-0.0002483622	-0.0112939352	-0.0209125174	-0.0278887991	-0.0313413259	-0.0308338703	-0.0264305495	-0.0186877238	-0.0085837007
0.0296075927	0.0238188790	0.0149944152	0.0042588920	-0.0070194331	-0.0174031215	-0.0255687573	-0.0304756186	-0.0314983190	-0.0285065138	-0.0218815129	-0.0124676821	-0.0014648274	0.0097247216	0.0196748410	0.0271173739	0.0311037589	0.0311259257	0.0271810489	0.0197719088	0.0098428109	-0.0013407674	-0.0123534629	-0.0217916920	-0.0284525390	-0.0314870694	-0.0305085280	-0.0256416314	-0.0175066723	-0.0071404630
0.0295901076	0.0237534148	0.0148630477	0.0040619276	-0.0072613828	-0.0176511896	-0.0257718075	-0.0305792720	-0.0314555485	-0.0282879853	-0.0214837957	-0.0119177078	-0.0008195118	0.0103840384	0.0202526449	0.0275176265	0.0312450169	0.0309556329	0.0266866771	0.0189869547	0.0088463210	-0.0024315716	-0.0133968680	-0.0226398995	-0.0289724071	-0.0315803009	-0.0301283172	-0.0248031190	-0.0162892994	-0.0056813717
0.0295725494	0.0236877162	0.0147313501	0.0038648029	-0.0075028845	-0.0178976899	-0.0259717419	-0.0306780966	-0.0314064915	-0.0280624772	-0.0210796645	-0.0113634992	-0.0001738544	0.0110383337	0.0208192058	0.0279004984	0.0313639960	0.0307605947	0.0261685363	0.0181832626	0.0078402061	-0.0035194723	-0.0144227886	-0.0234559344	-0.0294476019	-0.0316208650	-0.0296939216	-0.0239166342	-0.0150381306	-0.0042096663
0.0295549183	0.0236217839	0.0145993254	0.0036675257	-0.0077439235	-0.0181426003	-0.0261685363	-0.0307720768	-0.0313511577	-0.0278300451	-0.0206692401	-0.0108052532	0.0004718754	0.0116872908	0.0213742092	0.0282657477	0.0314606114	0.0305409670	0.0256270882	0.0173616259	0.0068255609	-0.0046031703	-0.0154298859	-0.0242386371	-0.0298773905	-0.0316086939	-0.0292061225	-0.0229838915	-0.0137557618	-0.0027286145
0.0295372143	0.0235556183	0.0144669765	0.0034701036	-0.0079844847	-0.0183858992	-0.0263621669	-0.0308611977	-0.0312895582	-0.0275907463	-0.0202526449	-0.0102431682	0.0011174085	0.0123305962	0.0219173468	0.0286131437	0.0315347943	0.0302969253	0.0250628148	0.0165228554	0.0058034893	-0.0056813717	-0.0164168454	-0.0249868954	-0.0302611105	-0.0315438081	-0.0286657973	-0.0220066949	-0.0124448536	-0.0012415044
0.0295194374	0.0234892203	0.0143343063	0.0032725446	-0.0082245535	-0.0186275650	-0.0265526103	-0.0309454453	-0.0312217052	-0.0273446400	-0.0198300033	-0.0096774438	0.0017624757	0.0129679385	0.0224483173	0.0289424671	0.0315864917	0.0300286646	0.0244762189	0.0156677788	0.0047751034	-0.0067527890	-0.0173823791	-0.0256996460	-0.0305981699	-0.0314263156	-0.0280739175	-0.0209869345	-0.0111081257	0.0002483622
0.0295015876	0.0234225905	0.0142013178	0.0030748563	-0.0084641149	-0.0188675762	-0.0267398434	-0.0310248063	-0.0311476124	-0.0270917867	-0.0194014415	-0.0091082810	0.0024068079	0.0135990097	0.0229668259	0.0292535099	0.0316156667	0.0297363996	0.0238678228	0.0147972400	0.0037415220	-0.0078161427	-0.0183252268	-0.0263758760	-0.0308880493	-0.0312564125	-0.0274315478	-0.0199265826	-0.0097483515	0.0017376773
0.0294836651	0.0233557295	0.0140680139	0.0028770467	-0.0087031542	-0.0191059115	-0.0269238436	-0.0310992680	-0.0310672946	-0.0268322490	-0.0189670875	-0.0085358822	0.0030501366	0.0142235045	0.0234725846	0.0295460754	0.0316222987	0.0294203637	0.0232381685	0.0139120981	0.0027038698	-0.0088701631	-0.0192441580	-0.0270146244	-0.0311303014	-0.0310343822	-0.0267398434	-0.0188276902	-0.0083683521	0.0032231343
0.0294656698	0.0232886380	0.0139343976	0.0026791234	-0.0089416566	-0.0193425496	-0.0271045887	-0.0311688188	-0.0309807678	-0.0265660908	-0.0185270708	-0.0079604505	0.0036921934	0.0148411209	0.0239653128	0.0298199791	0.0316063828	0.0290808096	0.0225878168	0.0130132266	0.0016632757	-0.0099135917	-0.0201379734	-0.0276149835	-0.0313245530	-0.0307605947	-0.0260000482	-0.0176923825	-0.0069709908	0.0047014352
0.0294476019	0.0232213167	0.0138004719	0.0024810945	-0.0091796075	-0.0195774697	-0.0272820568	-0.0312334477	-0.0308880493	-0.0262933778	-0.0180815229	-0.0073821906	0.0043327107	0.0154515604	0.0244447369	0.0300750478	0.0315679304	0.0287180087	0.0219173468	0.0121015127	0.0006208719	-0.0109451824	-0.0210055065	-0.0281761003	-0.0314705043	-0.0304355069	-0.0252134929	-0.0165228554	-0.0055591665	0.0061692977
0.0294294612	0.0231537661	0.0136662398	0.0022829675	-0.0094169921	-0.0198106507	-0.0274562264	-0.0312931445	-0.0307891576	-0.0260141773	-0.0176305769	-0.0068013078	0.0049714213	0.0160545275	0.0249105907	0.0303111204	0.0315069689	0.0283322511	0.0212273559	0.0111778560	-0.0004222075	-0.0119637034	-0.0218456250	-0.0286971772	-0.0315679304	-0.0300596609	-0.0243815920	-0.0153213710	-0.0041358085	0.0076234628
0.0294112479	0.0230859871	0.0135317041	0.0020847505	-0.0096537959	-0.0200420721	-0.0276270766	-0.0313478998	-0.0306841125	-0.0257285582	-0.0171743672	-0.0062180085	0.0056080590	0.0166497309	0.0253626157	0.0305280479	0.0314235418	0.0279238452	0.0205184584	0.0102431682	-0.0014648274	-0.0129679385	-0.0226572324	-0.0291774739	-0.0316166810	-0.0296336834	-0.0235058416	-0.0140902530	-0.0027038698	0.0090607019
0.0293929621	0.0230179802	0.0133968680	0.0018864511	-0.0098900042	-0.0202717132	-0.0277945866	-0.0313977048	-0.0305729350	-0.0254365910	-0.0167130302	-0.0056325000	0.0062423582	0.0172368826	0.0258005609	0.0307256932	0.0313177085	0.0274931173	0.0197912859	0.0092983715	-0.0025058536	-0.0139566886	-0.0234392697	-0.0296163078	-0.0316166810	-0.0291582848	-0.0225878168	-0.0128318826	-0.0012663213	0.0104778240
0.0293746038	0.0229497461	0.0132617343	0.0016880772	-0.0101256024	-0.0204995536	-0.0279587362	-0.0314425518	-0.0304556473	-0.0251383477	-0.0162467035	-0.0050449903	0.0068740545	0.0178156987	0.0262241832	0.0309039316	0.0311895446	0.0270404119	0.0190464859	0.0083443985	-0.0035441534	-0.0149287729	-0.0241907160	-0.0300130554	-0.0315679304	-0.0286342581	-0.0216291685	-0.0115486937	0.0001738544	0.0118716827
0.0293561729	0.0228812855	0.0131263062	0.0014896368	-0.0103605760	-0.0207255732	-0.0281195055	-0.0314824336	-0.0303322729	-0.0248339019	-0.0157755264	-0.0044556882	0.0075028845	0.0183858992	0.0266332474	0.0310626503	0.0310391414	0.0265660908	0.0182847219	0.0073821906	-0.0045785970	-0.0158830307	-0.0249105907	-0.0303671527	-0.0314705043	-0.0280624772	-0.0206316210	-0.0102431682	0.0016136695	0.0132391834
0.0293376697	0.0228125991	0.0129905866	0.0012911375	-0.0105949105	-0.0209497518	-0.0282768752	-0.0315173440	-0.0302028363	-0.0245233286	-0.0152996396	-0.0038648029	0.0081285860	0.0189472086	0.0270275265	0.0312017492	0.0308666061	0.0260705331	0.0175066723	0.0064126973	-0.0056080590	-0.0168183226	-0.0255979543	-0.0306780966	-0.0313245530	-0.0274438956	-0.0195969681	-0.0089178309	0.0030501366	0.0145772897
0.0293190940	0.0227436875	0.0128545785	0.0010925872	-0.0108285915	-0.0211720695	-0.0284308262	-0.0315472774	-0.0300673636	-0.0242067047	-0.0148191850	-0.0032725446	0.0087508981	0.0194993552	0.0274068015	0.0313211404	0.0306720619	0.0255541351	0.0167130302	0.0054368755	-0.0066314193	-0.0177335317	-0.0262519096	-0.0309454453	-0.0311303014	-0.0267795449	-0.0185270708	-0.0075752455	0.0044802755	0.0158830307
0.0293004460	0.0226745514	0.0127182849	0.0008939938	-0.0110616045	-0.0213925066	-0.0285813398	-0.0315722292	-0.0299258817	-0.0238841080	-0.0143343063	-0.0026791234	0.0093695612	0.0200420721	0.0277708619	0.0314207485	0.0304556473	0.0250173095	0.0159045023	0.0044556882	-0.0076475644	-0.0186275650	-0.0268716033	-0.0311688188	-0.0308880493	-0.0260705331	-0.0174238532	-0.0062180085	0.0059011191	0.0171535075
0.0292817257	0.0226051916	0.0125817089	0.0006953651	-0.0112939352	-0.0216110435	-0.0287283979	-0.0315921953	-0.0297784189	-0.0235556183	-0.0138451480	-0.0020847505	0.0099843175	0.0205750968	0.0281195055	0.0315005106	0.0302175167	0.0244604854	0.0150818088	0.0034701036	-0.0086553888	-0.0194993552	-0.0274562264	-0.0313478998	-0.0305981699	-0.0253180427	-0.0162892994	-0.0048487451	0.0073097195	0.0183858992
0.0292629332	0.0225356087	0.0124448536	0.0004967090	-0.0115255692	-0.0218276608	-0.0288719827	-0.0316071727	-0.0296250047	-0.0232213167	-0.0133518563	-0.0014896368	0.0105949105	0.0210981716	0.0284525390	0.0315603763	0.0299578400	0.0238841080	0.0142456825	0.0024810945	-0.0096537959	-0.0203478611	-0.0280050161	-0.0314824336	-0.0302611105	-0.0245233286	-0.0151254498	-0.0034701036	0.0087031542	0.0195774697
