t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05
0.0212241425	-0.0203988602	0.0072319924	0.0185280599	0.0002407713	0.0403512688
0.0415698617	0.0038804840	-0.0179027884	0.0089312498	0.0272431408	0.0299944725
0.0453797537	-0.0014775739	-0.0273574194	-0.0133162970	0.0147450235	0.0275902700
0.0511752605	0.0075595055	-0.0252212583	-0.0032659898	0.0015389356	0.0087497055
0.0569358543	-0.0112831489	-0.0169242139	-0.0090388509	-0.0210976168	-0.0016294264
0.0580393738	-0.0308242459	0.0005146804	0.0252860822	-0.0099401616	-0.0066009014
0.0571486927	-0.0097944584	-0.0073106602	0.0082858391	0.0281607637	-0.0180251843
0.0440712753	-0.0309804265	-0.0176607917	-0.0189569703	0.0093297647	-0.0212133440
0.0279683324	-0.0379775622	-0.0117876411	0.0050067680	-0.0150578160	-0.0143068553
0.0193739006	-0.0258615625	-0.0105801365	0.0309606711	0.0158603908	-0.0157555817
0.0168210075	-0.0113378354	-0.0284327102	-0.0023759532	0.0309861477	-0.0085465792
0.0112460481	-0.0131109556	-0.0436453421	-0.0087822345	0.0059444078	-0.0063260332
0.0092019184	-0.0189523568	-0.0204692899	-0.0070653997	-0.0221789064	0.0023899985
0.0085589655	-0.0395828445	0.0126173550	0.0143971434	-0.0055555595	0.0140634744
0.0180476143	-0.0117957863	0.0016695030	-0.0071150610	0.0301168527	0.0015252967
0.0169439555	-0.0069058156	-0.0147292962	-0.0231151711	-0.0063088169	-0.0064847410
0.0100410090	-0.0017104479	-0.0092021441	0.0101755547	-0.0240222996	-0.0148454656
0.0065516033	-0.0047222560	-0.0001359297	0.0260972866	-0.0058797941	-0.0203845772
0.0132216578	-0.0035268074	-0.0069894213	0.0244155389	0.0277253044	-0.0245057217
0.0163094928	-0.0140853037	-0.0078263046	-0.0154234352	0.0210983383	-0.0174153543
0.0213211105	-0.0134346026	-0.0121303969	-0.0144554662	-0.0262604576	-0.0253821777
0.0215068328	-0.0055960064	0.0044399975	0.0316051225	-0.0058415344	-0.0250110083
0.0153008408	-0.0027286118	-0.0054136908	0.0116317360	0.0337084149	-0.0223948547
0.0091835959	-0.0002656900	-0.0157499441	-0.0232640043	0.0200370390	-0.0193811325
0.0097524117	-0.0014543847	-0.0113921156	-0.0208175263	-0.0187479516	-0.0238862551
0.0142976935	-0.0066299935	0.0003223353	-0.0026716193	-0.0275218627	-0.0328106424
0.0197511682	-0.0154086949	0.0257437503	0.0186118690	-0.0077174850	-0.0371814916
0.0222171312	-0.0335597729	0.0350553399	-0.0125101784	0.0281430895	-0.0359244173
0.0177632253	-0.0048003807	-0.0129751825	-0.0208879774	-0.0061408923	-0.0504441494
-0.0028692488	-0.0025999342	0.0193056047	0.0279452889	-0.0125094712	-0.0459745276
-0.0218647231	0.0015665615	0.0157770268	-0.0037485931	0.0339144444	-0.0276374771
-0.0329090565	-0.0033897691	0.0016814376	-0.0299391554	-0.0032899935	-0.0157844622
-0.0373104889	-0.0492924910	-0.0554644771	0.0475040710	-0.0095983272	-0.0181254256
-0.0332630742	-0.0179059805	-0.0216294660	0.0143785549	0.0243734586	-0.0113643494
-0.0323804543	0.0093560928	-0.0253000705	-0.0216079044	-0.0204126411	-0.0181390939
-0.0338531641	0.0005514220	0.0042520009	0.0277239141	-0.0172339417	-0.0183089757
-0.0291440881	-0.0071177754	0.0397928001	-0.0087314627	0.0231456519	-0.0193825392
-0.0306368375	-0.0017433282	-0.0099410597	-0.0216207328	0.0170363021	-0.0285376778
-0.0344482442	0.0162757085	-0.0143048523	-0.0104325689	-0.0260521159	-0.0290438450
-0.0370119267	-0.0140037115	0.0042061083	0.0260527459	-0.0166809831	-0.0192817079
-0.0379379499	-0.0418587949	-0.0657762132	0.0394093905	0.0193002509	-0.0232649440
-0.0282313708	-0.0061947155	-0.0527813245	0.0172201446	-0.0072076532	-0.0112843426
-0.0274146233	0.0248103232	0.0086973393	0.0119176845	0.0192345109	-0.0081374223
-0.0513959568	0.0476233987	-0.0071178609	-0.0240389290	0.0115251246	-0.0061288976
-0.0647388035	0.0427358908	-0.0014639354	-0.0057407231	-0.0314081951	-0.0033920335
-0.0609314417	0.0394822313	0.0091819409	0.0145067254	-0.0301484197	0.0027385844
-0.0491401939	0.0313095367	0.0229633367	0.0288507747	-0.0068883338	0.0080226480
-0.0384701394	0.0087548499	0.0094614571	-0.0083692947	0.0208965248	0.0176059877
-0.0209967247	0.0152142041	-0.0082683538	-0.0310795352	-0.0072895251	0.0034440766
-0.0026725969	0.0138968202	0.0031238522	0.0025154002	-0.0267239234	-0.0074202600
0.0147182865	0.0121214332	0.0181234987	0.0033050360	-0.0114172164	-0.0065433866
0.0382277323	0.0056591434	0.0287168116	-0.0065343878	0.0142609228	-0.0032570439
0.0593901898	0.0084104829	0.0096341257	-0.0254574545	0.0158945329	-0.0044381965
0.0710262510	0.0057135906	0.0030394470	-0.0214661114	-0.0173782742	-0.0126560026
0.0695966165	0.0104342620	0.0133401822	0.0066522759	-0.0264959874	-0.0079156555
0.0651974192	0.0043350720	0.0192633363	0.0183853110	0.0050682229	-0.0072090359
0.0648162798	-0.0036163530	0.0089428656	-0.0173421775	0.0231576172	-0.0124993360
0.0667902893	0.0125533254	-0.0077143141	-0.0218009921	-0.0117544690	-0.0198231388
0.0587063666	0.0120474284	0.0088712237	0.0139953011	-0.0286723795	-0.0170146603
0.0478165769	0.0135175962	0.0148741330	0.0348574712	0.0026778559	-0.0135998412
0.0403264190	0.0159829165	0.0012013013	0.0050996798	0.0246088320	-0.0085931634
0.0362511277	0.0210704810	-0.0173951101	-0.0197892662	0.0155704556	-0.0044997106
0.0338977087	0.0172729895	-0.0071499346	-0.0049919139	-0.0318044986	-0.0062183027
0.0311387519	0.0186754002	0.0142748959	0.0318842791	-0.0089047888	0.0030367962
0.0264826641	0.0151346011	-0.0007008703	0.0121704899	0.0232737863	0.0075417057
0.0221881249	0.0197890589	-0.0158777496	-0.0213879858	0.0133949376	0.0129801184
0.0197961214	0.0142012232	-0.0081526289	-0.0029157326	-0.0297939819	0.0136097236
0.0167348694	0.0134834064	0.0061122880	0.0331920593	-0.0088046803	0.0226665194
0.0150764012	0.0134656815	-0.0005400701	0.0140100173	0.0284740802	0.0222650129
0.0111890503	0.0153161607	-0.0189675660	-0.0223091468	0.0196226145	0.0250052983
0.0097944625	0.0142046239	-0.0157062608	-0.0095052815	-0.0301996911	0.0210910015
0.0075774300	0.0168429936	0.0008171893	0.0309204894	-0.0158152704	0.0250469680
0.0067086317	0.0179468268	-0.0077419932	0.0200129714	0.0252727857	0.0281856151
-0.0022102169	0.0351421994	-0.0104096198	-0.0229738572	0.0151841079	0.0356877873
-0.0108884613	0.0271628300	0.0106556340	0.0034538188	-0.0278796808	0.0281569103
-0.0197357801	0.0047289505	0.0042431606	0.0134260656	0.0110869673	0.0350739938
-0.0237029484	0.0104702428	-0.0096053638	-0.0150082817	0.0130894003	0.0314991274
-0.0315355650	0.0107884149	-0.0103899482	0.0109816475	-0.0272021569	0.0270762507
-0.0358696649	0.0198814355	0.0102056204	0.0355308705	-0.0069083974	0.0313935824
-0.0317686938	0.0170879869	0.0065438645	0.0049732820	0.0269728752	0.0343190355
-0.0269026140	0.0216477632	-0.0166133832	-0.0251528393	-0.0099401457	0.0319656917
-0.0289547178	0.0066859306	0.0064816904	0.0175514682	-0.0141204605	0.0362597326
-0.0303303533	-0.0072790731	0.0066358191	-0.0018925158	0.0199853868	0.0356387935
-0.0344193989	0.0158708230	-0.0009463153	0.0035648335	-0.0248015400	0.0246417229
-0.0441319566	0.0254676876	0.0110087022	0.0330041469	0.0017151335	0.0200127290
-0.0449646192	0.0141799085	-0.0117179603	-0.0120746125	0.0282850206	0.0201000562
-0.0415831133	-0.0142975606	0.0169436366	-0.0113301781	-0.0284455885	0.0102132901
-0.0338132243	0.0106593087	0.0018768720	0.0174963405	0.0215669953	-0.0112086818
-0.0419829101	-0.0337006980	0.0026960691	-0.0287038525	0.0167061113	-0.0085102305
-0.0470117708	-0.0526155826	0.0494266440	-0.0097127456	-0.0101587759	-0.0003139330
-0.0466624634	-0.0258639978	0.0184902655	-0.0196385202	0.0275992620	-0.0001359153
-0.0485652517	-0.0021531685	-0.0200551176	-0.0283376513	-0.0281440147	-0.0022066682
-0.0442519180	0.0013993491	0.0055199895	0.0327595194	-0.0132032087	-0.0017084450
-0.0377508832	-0.0241571421	0.0121101771	-0.0161528096	0.0188392409	0.0093901049
-0.0244125975	-0.0093592765	-0.0034842074	-0.0166189127	-0.0269841493	-0.0029831624
-0.0134440578	0.0087093786	0.0111778073	0.0306774598	0.0052079050	-0.0134325871
-0.0104361605	0.0107153887	-0.0085388093	-0.0095405860	0.0256554476	-0.0189797545
-0.0026210887	0.0045188558	-0.0073324227	-0.0255158787	-0.0216550037	-0.0173543558
0.0069038086	-0.0024360807	0.0126159844	0.0214944669	-0.0025324082	-0.0219151932
0.0147492650	0.0126091495	-0.0148314191	-0.0143217369	0.0332470481	-0.0279772170
0.0121206722	0.0038592653	-0.0189159079	-0.0000353294	-0.0366773858	-0.0386519296
0.0087096908	-0.0384177969	0.0037663613	0.0041865077	0.0176736244	-0.0306140659
0.0107633513	-0.0370174092	-0.0031247990	-0.0334037352	-0.0124026383	-0.0283793929
0.0111107915	-0.0226863107	0.0101801426	0.0215590365	0.0049312176	-0.0313125418
0.0007394711	-0.0267845724	0.0127997735	-0.0256329706	0.0172916136	-0.0187144532
-0.0064481262	-0.0617574389	0.0240036582	-0.0007808439	-0.0053766727	-0.0058597461
-0.0016343246	-0.0172802278	0.0110959779	-0.0137830232	0.0037148524	0.0017446183
-0.0021192336	-0.0079796744	0.0157413640	0.0048975193	-0.0054028227	0.0066563559
-0.0067303950	-0.0555138815	0.0326868708	-0.0367205604	0.0038910919	0.0218038982
0.0004650911	-0.0349632503	0.0501866949	-0.0121758963	-0.0147275927	0.0196079947
0.0038492457	-0.0153993482	0.0212529455	-0.0260833127	0.0296775906	0.0200126924
0.0054275959	-0.0032842878	0.0085370376	-0.0219190780	-0.0365962963	0.0121426375
0.0092086055	-0.0100447266	0.0225492124	0.0010003534	0.0153705361	0.0156608991
0.0147048310	0.0007293095	-0.0063654628	-0.0334728649	-0.0110490010	0.0021356384
0.0123528508	0.0061940641	0.0204849044	0.0298629006	-0.0125783484	-0.0068686381
0.0053303718	0.0092897374	0.0106001370	-0.0041210335	0.0320956391	-0.0165843235
0.0006402388	-0.0161037725	0.0185585468	-0.0323240477	-0.0193639772	-0.0205945103
0.0046501333	-0.0018283925	0.0225250019	0.0009698240	0.0119742196	-0.0254693008
0.0002067141	0.0029430990	-0.0144749817	-0.0241745381	-0.0020473142	-0.0315214614
-0.0108421642	0.0027353218	0.0162851812	0.0203246021	-0.0159720764	-0.0196715961
-0.0160817204	-0.0039742039	0.0148258637	-0.0199431948	0.0205215634	-0.0091413001
-0.0114093036	0.0068958033	0.0082373978	0.0058551761	-0.0279786639	-0.0127666953
-0.0114506430	0.0080047431	-0.0013415475	0.0136775883	0.0338119564	-0.0185216249
-0.0163468856	-0.0215864230	0.0044696355	-0.0393232054	-0.0166807797	-0.0072504397
-0.0097937758	-0.0152859074	0.0214938282	0.0121718189	0.0022564410	-0.0102137528
-0.0050948452	0.0101700976	-0.0170660425	-0.0290197485	0.0195335970	-0.0139335633
-0.0076445755	-0.0039213272	-0.0001108767	0.0214073772	-0.0258132087	-0.0109570666
-0.0067181566	0.0068053068	0.0051930046	0.0018254436	0.0304580785	0.0024020752
-0.0113649490	-0.0683196571	0.0317760634	-0.0417437323	-0.0231462210	0.0224616802
-0.0010621414	-0.0621021119	0.0516186100	-0.0128791528	0.0072708287	0.0192472751
-0.0024499426	-0.1113895165	-0.0732670795	0.0189942691	0.0183694148	-0.0062552560
-0.0069368116	-0.0871314522	-0.0746325079	0.0266881610	0.0054621068	-0.0011523172
0.0022724434	0.0021033546	-0.0121361832	0.0009086039	0.0010014167	-0.0030865409
-0.0076364616	-0.0088519370	-0.0011595394	0.0141293580	0.0072799489	-0.0030265299
-0.0200629804	0.0122186888	-0.0168718914	-0.0246653980	0.0204948699	0.0016442909
-0.0196267867	-0.0046775706	0.0036733570	0.0012879795	-0.0388995885	-0.0026591296
-0.0110515733	0.0039202965	0.0164838021	0.0215727435	0.0031399100	0.0049315149
0.0001110790	0.0088593847	-0.0029913889	-0.0139325541	0.0084809141	0.0143626998
0.0129523534	0.0024413643	-0.0018259642	-0.0161908990	-0.0193625641	0.0242932095
0.0315146078	0.0055794799	0.0042671709	0.0085039873	0.0033806336	0.0202709883
0.0541234424	0.0065975392	-0.0015180593	-0.0241448408	0.0117281951	0.0145651042
0.0684533921	-0.0022239105	0.0012284311	0.0083352531	-0.0225689171	-0.0022241937
0.0764708450	0.0010669899	-0.0012667138	-0.0013669467	0.0093257417	-0.0037859702
0.0810766951	0.0008859271	-0.0220424246	-0.0060293671	-0.0014053381	-0.0190665327
0.0837549687	0.0086947149	-0.0121827549	0.0135218101	-0.0162704997	-0.0268255990
0.0831786534	0.0060364467	-0.0130645518	0.0209557671	0.0079899592	-0.0304325037
0.0816905061	0.0096276857	-0.0211260811	-0.0042399832	0.0187387680	-0.0367068265
0.0778763726	-0.0028530624	-0.0031016949	0.0189997354	-0.0147981933	-0.0310316704
0.0723981788	0.0148403463	-0.0166088811	0.0176903476	0.0279222378	-0.0283550570
0.0593238985	0.0168521378	-0.0394150001	0.0023126537	-0.0195233542	-0.0282006548
0.0435535825	0.0202275085	-0.0140068908	0.0441179202	-0.0138069273	-0.0181607664
0.0333872688	0.0266008262	-0.0215665230	0.0259849347	0.0212984122	-0.0087404015
0.0270280607	0.0317322345	-0.0393579584	-0.0027931040	0.0029698802	0.0029313533
0.0220960140	0.0271665241	-0.0235142675	0.0379340007	-0.0247217318	0.0107307643
0.0195860042	0.0376772293	-0.0250534004	0.0358029329	0.0252238242	0.0209218777
0.0137750632	0.0303935483	-0.0361859739	-0.0038884440	0.0077169432	0.0301125935
0.0121338134	0.0250976476	-0.0126342689	0.0333217809	-0.0141900046	0.0314252157
0.0091857889	0.0355312079	-0.0293885459	0.0323950232	0.0197777858	0.0283617576
-0.0024364586	0.0347017476	-0.0426840262	-0.0090206452	0.0120821038	0.0284079771
-0.0090150304	0.0289725227	-0.0306977215	0.0349068910	-0.0314248237	0.0218033508
-0.0131714491	-0.0137888614	0.0101812834	0.0031704223	0.0197279374	0.0412703335
-0.0111077980	-0.0219737774	-0.0006290757	-0.0255047535	-0.0127071834	0.0361596771
-0.0173793079	-0.0166718813	0.0162193853	0.0293721735	-0.0047318255	0.0335891105
-0.0296860612	0.0081114299	-0.0202315741	0.0012338609	0.0337903102	0.0304145144
-0.0368680525	0.0007278017	-0.0211986229	-0.0235384585	-0.0255746417	0.0330145798
-0.0365296243	-0.0263203643	0.0267087120	0.0200592066	-0.0034580108	0.0380163696
-0.0320528098	0.0099737672	-0.0172157974	-0.0022982052	0.0331151132	0.0237130672
-0.0330454739	0.0096468824	-0.0297266359	-0.0148778316	-0.0288638452	0.0192041800
-0.0295952258	0.0154667675	-0.0023262932	0.0385584306	-0.0132537332	0.0134174286
-0.0263043375	0.0078117470	0.0000795290	0.0002141790	0.0266221109	0.0155054926
-0.0202189689	0.0135032968	-0.0074178659	-0.0163346970	-0.0245091535	0.0127559456
-0.0181864362	0.0219692915	0.0026156455	0.0432599452	-0.0019828248	0.0109594146
-0.0231187994	0.0239696844	-0.0125198780	0.0099450122	0.0298386989	0.0122693388
-0.0215771395	0.0195907577	-0.0249855873	-0.0191036757	-0.0153884346	0.0017765661
-0.0187202403	0.0204214883	0.0094778872	0.0285561795	-0.0159346302	-0.0023930732
-0.0169444136	0.0047186554	0.0112496366	-0.0075988774	0.0244167745	-0.0106667163
-0.0132763463	-0.0002655905	0.0012579424	-0.0186118727	-0.0243311318	-0.0326427263
-0.0167981590	0.0175592349	0.0089033351	0.0405261844	0.0015821361	-0.0412036978
-0.0237046082	0.0250444906	-0.0139742097	-0.0023212291	0.0252540410	-0.0361575097
-0.0234602461	0.0100511778	0.0080734489	-0.0109931246	-0.0228362742	-0.0321648065
-0.0198803810	0.0113267915	0.0129942240	0.0120513004	0.0170313120	-0.0307151037
-0.0201749178	0.0187841644	-0.0139154535	-0.0248795166	0.0082584663	-0.0268049487
-0.0235532685	0.0145498353	0.0023005566	0.0181902976	-0.0239532329	-0.0183233909
-0.0229117198	0.0169507387	0.0061632190	0.0106250217	0.0247814693	-0.0078215697
-0.0191849356	0.0046653401	0.0078563836	-0.0353299687	-0.0161691771	0.0023848010
-0.0119391861	0.0121172715	0.0143997484	0.0267810853	-0.0128733323	-0.0032754379
-0.0143131846	0.0198723381	-0.0022323653	0.0017432150	0.0339060242	-0.0015152741
-0.0174539901	0.0197685066	-0.0244123999	-0.0199969646	-0.0149346829	-0.0020463195
-0.0158141747	0.0151158932	0.0109841201	0.0152564125	-0.0271169514	-0.0017201181
-0.0126403298	-0.0117252048	0.0339225423	-0.0093417923	0.0137674230	0.0107413405
-0.0038314533	-0.0124499851	0.0025323224	-0.0326714640	-0.0055764139	0.0021691992
-0.0065318535	0.0012148033	0.0183812648	0.0168585736	-0.0294183624	0.0017941549
-0.0107575110	0.0026287421	0.0150775592	0.0119454210	0.0251947412	0.0051121223
-0.0147185252	0.0003306952	0.0092375433	-0.0266279196	0.0142996284	0.0124385528
-0.0120641570	-0.0121988045	0.0263558398	-0.0090314726	-0.0316146017	0.0153153697
-0.0072769504	0.0014570354	0.0189105429	0.0274102843	0.0041857894	0.0076983723
-0.0113430018	-0.0024536546	0.0110937033	-0.0110026166	0.0295088633	0.0091980837
-0.0109854456	0.0048337812	-0.0138105281	-0.0365182444	-0.0149829022	0.0086348612
-0.0101949098	-0.0115920802	0.0378615267	0.0046707091	-0.0163650121	0.0171674163
-0.0036610345	-0.0119290258	0.0328712700	-0.0127684684	0.0201230169	0.0149652398
-0.0025402728	-0.0028053081	0.0014345166	-0.0390963547	-0.0041690052	0.0047416145
-0.0107107518	0.0078409031	0.0107806949	0.0069782750	-0.0362908916	-0.0020182630
-0.0146718596	0.0067864843	0.0346020392	0.0116026915	0.0011762514	0.0041242577
-0.0147547167	0.0080876729	0.0114794399	-0.0246335068	0.0250319681	-0.0034125810
-0.0122459882	0.0144995075	-0.0001224421	-0.0378726606	-0.0125739696	-0.0143434657
-0.0103114595	0.0100992056	0.0083340346	-0.0012658628	-0.0330965873	-0.0274465641
-0.0039760701	0.0020265629	0.0347282662	0.0125131475	-0.0094467477	-0.0283182771
0.0053383932	0.0093563385	0.0156086838	-0.0080328793	0.0294925307	-0.0304561830
0.0077427936	0.0135413408	-0.0028108052	-0.0261538084	-0.0240811641	-0.0312719047
-0.0041542049	-0.0087058686	0.0382928853	0.0173950089	-0.0038900765	-0.0207163207
-0.0159242116	0.0165432257	0.0095879907	-0.0067440357	0.0340601082	-0.0186440066
-0.0233609634	0.0157366494	-0.0096775450	-0.0258331269	0.0121756515	-0.0100619409
-0.0207337364	0.0100430265	0.0013151597	-0.0103130676	-0.0254545172	-0.0063198977
-0.0145074805	0.0044729120	0.0262239895	0.0247733670	-0.0112688611	0.0034617412
-0.0081723593	0.0162136721	0.0086969122	0.0003184712	0.0308167994	0.0014916298
-0.0096086241	-0.0022298288	0.0031496809	-0.0369491695	-0.0116296969	0.0093915115
-0.0047724817	0.0041269819	0.0336801929	0.0124888026	-0.0138497828	0.0012769404
-0.0029110258	0.0090593841	0.0182765581	0.0004180076	0.0287254898	-0.0041749635
-0.0056482592	0.0128491819	-0.0030231454	-0.0272333140	0.0232558704	-0.0034461028
-0.0008259634	0.0078631490	0.0021412531	-0.0339171056	-0.0249743634	-0.0030120963
0.0066688041	0.0011726932	0.0315712579	0.0121689831	-0.0180606332	-0.0033075833
0.0150385251	0.0040858613	0.0180817371	0.0014422391	0.0258317549	-0.0066945672
0.0089938203	-0.0003473332	0.0028041056	-0.0373983997	0.0151603706	-0.0005781687
0.0043567265	-0.0383464485	0.0311644472	-0.0206219140	-0.0224599407	0.0108063414
0.0101863770	-0.0412065285	0.0334106597	-0.0091475530	0.0191214198	0.0082571926
0.0130388013	-0.0123804314	0.0180827165	-0.0489122414	0.0025565503	0.0053182290
0.0070143006	-0.0280712706	0.0042910067	0.0023629010	-0.0225677951	-0.0047579841
0.0089148788	-0.0336909466	-0.0075435502	0.0116908711	0.0152027142	-0.0130889270
0.0095811517	-0.0101792162	0.0057286151	-0.0291162472	-0.0199836329	-0.0077728354
0.0056881125	-0.0281074622	-0.0105285251	0.0310853352	-0.0258861192	-0.0213667731
0.0102811460	-0.0434753455	-0.0045307681	0.0022282763	0.0215375092	-0.0180656602
0.0206222482	-0.0420498782	-0.0143123893	-0.0220641786	-0.0006145759	-0.0262762527
0.0193005490	-0.0433615864	0.0003342988	0.0124624419	-0.0214030265	-0.0299825245
0.0082201475	-0.0433490122	0.0027052642	0.0267812264	0.0120232020	-0.0321508350
0.0049341563	-0.0254380767	-0.0141121599	-0.0048956731	0.0309256431	-0.0247751278
0.0123410972	-0.0327292401	-0.0297228348	-0.0204178646	-0.0041559009	-0.0304499924
0.0201829994	-0.0717703589	0.0122495366	0.0106061724	-0.0076721486	-0.0286053733
0.0270126968	-0.0631477471	0.0004507908	-0.0007357020	0.0284534885	-0.0350789785
0.0241032361	-0.0385174984	-0.0312200117	-0.0267308410	0.0170910490	-0.0302354170
0.0200399741	-0.0345032766	-0.0240925256	-0.0131805496	-0.0269831103	-0.0224900529
0.0201815328	-0.0272208227	-0.0002895484	0.0219233820	-0.0222708819	-0.0096976045
0.0198981064	-0.0390421217	0.0029899967	0.0161655530	0.0240164480	-0.0011199365
0.0211391900	-0.0208011930	-0.0202017065	-0.0206211160	0.0208493094	0.0003644253
0.0187955151	-0.0235743388	-0.0215892913	-0.0072618512	-0.0295074764	0.0013360729
0.0125304013	-0.0264072558	-0.0068735512	0.0184558914	-0.0290032580	0.0128849161
0.0163932601	-0.0233317208	0.0038960232	0.0449075856	-0.0028191547	0.0216113226
0.0223061120	-0.0364546125	-0.0133083033	0.0066793575	0.0322476352	0.0372428502
0.0283656569	-0.0228017193	-0.0371023752	-0.0135781194	-0.0108328742	0.0337160575
0.0250987514	-0.0026833166	-0.0106223692	0.0314615058	-0.0196230132	0.0344220147
0.0109281454	-0.0011203753	-0.0100855382	0.0359031273	0.0214897524	0.0347897940
-0.0030961957	0.0023846665	-0.0221937181	-0.0066967356	0.0308112369	0.0437206255
-0.0072705655	-0.0077533283	-0.0225901681	-0.0154428722	-0.0231198012	0.0529984364
-0.0045933661	0.0070365177	-0.0086463907	0.0370301497	-0.0229495814	0.0556321630
-0.0057588371	0.0039535958	-0.0043184002	0.0344504832	0.0204496338	0.0517839870
-0.0089828457	0.0086993888	-0.0233831933	-0.0044663795	0.0246166183	0.0512289508
-0.0061843691	0.0103378639	-0.0245096771	-0.0182663883	-0.0009151838	0.0536335405
0.0014235687	0.0052075474	-0.0122342514	0.0213012770	-0.0309834783	0.0456835946
0.0098708295	0.0060170005	-0.0016708848	0.0388777961	0.0078118119	0.0401628606
0.0084882065	0.0045244014	-0.0208148666	-0.0034615567	0.0315750734	0.0413917790
0.0060624651	0.0043879849	-0.0315666431	-0.0167920338	0.0009492826	0.0396006163
0.0126785956	-0.0051120366	-0.0066198400	0.0027359725	-0.0309529548	0.0426036787
0.0198559439	-0.0057199137	-0.0039092276	0.0405973119	-0.0036473874	0.0449216371
0.0260900807	0.0094828454	-0.0194794011	0.0044283646	0.0358997699	0.0328771915
0.0162262732	0.0128488448	-0.0356452404	-0.0073238866	-0.0218328229	0.0227964506
0.0093748100	0.0140381154	-0.0058781814	0.0413824014	-0.0055624404	0.0059478417
-0.0003320431	0.0151896346	-0.0142773994	0.0091073899	0.0340426143	-0.0106227494
-0.0088977628	0.0191937586	-0.0184325268	-0.0165353970	0.0243202209	-0.0229413195
-0.0073576945	0.0135487723	-0.0149408657	-0.0219499096	-0.0227539067	-0.0207214917
-0.0035156433	0.0093285519	0.0170249855	0.0262811845	-0.0206291405	-0.0150798594
0.0028787856	0.0290101424	-0.0030756801	0.0216285040	0.0241647430	-0.0194162991
0.0003302770	0.0236820417	-0.0107568796	-0.0191049553	0.0217659765	-0.0135436686
-0.0012837968	-0.0009938518	0.0041947118	-0.0142532971	-0.0289608756	-0.0150064938
0.0044650971	0.0087155400	0.0205796200	0.0219253195	0.0100960690	-0.0211709665
0.0063490558	0.0238916855	-0.0107949309	-0.0092083819	0.0321792512	-0.0337606815
0.0035275818	0.0287142983	-0.0038688632	-0.0328468447	-0.0042418631	-0.0317321570
0.0070269875	0.0321511409	0.0016973530	-0.0084395635	-0.0336823957	-0.0316078739
0.0111296212	0.0263735914	0.0244281982	0.0239950862	-0.0168397370	-0.0176288116
0.0169808407	0.0290067157	0.0141893804	-0.0052804333	0.0267689725	-0.0136037507
0.0179792629	0.0319429940	-0.0101302675	-0.0217134355	-0.0182769378	-0.0200185496
0.0124856173	0.0406022190	0.0063039181	0.0189712206	-0.0269224227	-0.0206052132
0.0070140312	0.0358826885	0.0106028923	0.0288920281	0.0091093924	-0.0154722686
0.0051258210	0.0484819547	-0.0023068357	0.0012894361	0.0257323941	-0.0098412088
0.0054088215	0.0362716419	-0.0096893568	-0.0237524787	-0.0248606861	-0.0021788281
0.0068131845	0.0348538573	0.0144038221	0.0369335233	-0.0132690307	-0.0016607113
0.0063849942	0.0453757214	0.0068045973	0.0226735525	0.0250723459	-0.0036853523
0.0022890191	0.0471970593	-0.0090981481	-0.0073181355	0.0270499895	-0.0017958740
0.0010860876	0.0532319265	-0.0244351591	-0.0227498321	-0.0205567710	0.0022276527
0.0013552036	0.0420849417	0.0133848972	0.0266357148	-0.0160453960	0.0145194036
0.0018401418	0.0494122384	0.0025886587	0.0018750207	0.0252577641	0.0095105761
-0.0075179532	0.0555720646	-0.0196593978	-0.0184455061	-0.0003450169	0.0032438564
-0.0176889888	0.0607469636	-0.0066128280	-0.0008325135	-0.0350647251	-0.0013379068
-0.0208574181	0.0511020831	0.0158575469	0.0350416877	-0.0107619750	0.0014667082
-0.0220009933	0.0441587816	0.0088463009	-0.0157551899	0.0246718103	-0.0004981818
-0.0206325483	0.0570756051	-0.0028234165	-0.0080921841	-0.0346748014	-0.0198135319
-0.0257437154	0.0540870116	0.0229411945	0.0188940778	-0.0211750978	-0.0216802502
-0.0235445517	0.0545279711	0.0114886980	0.0241290292	0.0176457443	-0.0358802187
-0.0240635130	0.0199550213	0.0201581243	-0.0356475039	0.0185759132	-0.0173888828
-0.0170199195	-0.0348007414	0.0646377227	-0.0182024545	-0.0267944067	-0.0209891211
-0.0127846483	-0.0066847606	0.0714720804	-0.0323969801	0.0321058435	-0.0117916165
-0.0270203290	-0.0528072087	-0.0152572028	-0.0224544664	-0.0200929291	-0.0194352733
-0.0294287934	-0.0589401834	-0.0211344712	0.0292418728	0.0070612434	-0.0209810266
-0.0282420488	-0.0337399932	0.0297631813	-0.0458186987	-0.0085648266	0.0056396693
-0.0264121135	-0.0336660321	0.0698505659	-0.0013561346	-0.0084418226	0.0029468275
-0.0243478974	-0.0211111242	0.0317858591	-0.0298516568	0.0392850860	-0.0097467537
-0.0303670053	-0.0496353556	0.0004129271	-0.0354904986	-0.0266059933	-0.0098605037
-0.0270349359	-0.0554359044	0.0278048837	0.0218210550	0.0065563373	-0.0135091602
-0.0242762607	-0.0427651612	-0.0044852559	-0.0195429099	0.0374259065	-0.0172769000
-0.0289159247	-0.0298178969	-0.0096462455	-0.0117118144	-0.0372291449	-0.0201060586
-0.0327263746	-0.0343470619	-0.0022358103	0.0222142539	0.0046321068	-0.0119170061
