t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	t_comp_cor_08	t_comp_cor_09
0.0032747424	-0.0152435651	0.0292487053	-0.0080374448	0.0013679138	-0.0172141704	-0.0039662418	0.0135963635	0.0132670851	-0.0008155342
0.0126403044	-0.0107867703	0.0061690949	0.0218014965	0.0309549836	0.0056850835	0.0015554097	0.0048201939	-0.0057569052	-0.0149775886
-0.0034715506	-0.0115695682	-0.0100721175	0.0425401296	-0.0200888624	-0.0265685232	-0.0020425433	0.0068031543	-0.0011864861	0.0047588369
0.0025585736	-0.0188474673	0.0087040975	0.0104138521	-0.0256791378	0.0422834450	0.0023774968	0.0061996206	-0.0099558983	-0.0055090481
0.0050918595	-0.0098032800	0.0360393055	-0.0062456474	-0.0008882005	-0.0206549342	-0.0103355412	0.0074589570	0.0032941819	0.0045527058
0.0044432318	-0.0070832075	0.0009405097	0.0110040538	0.0351595479	0.0094403120	0.0101806292	0.0071666470	-0.0117262350	-0.0178194337
0.0035516831	-0.0052069387	-0.0162246440	0.0207734062	0.0091418463	-0.0167426785	-0.0147288237	-0.0045375885	0.0052079341	-0.0065236847
-0.0007474085	-0.0113063447	-0.0136080467	0.0312834911	-0.0267775883	-0.0128392609	-0.0006521974	-0.0029498240	0.0234771019	0.0000095451
-0.0034340421	-0.0179399990	0.0273204851	-0.0023807038	-0.0292719061	0.0257719204	0.0008353007	0.0015315099	-0.0107277142	-0.0132146653
0.0019264795	-0.0143581864	0.0253659921	-0.0117843253	0.0113001453	-0.0268833240	0.0124362804	0.0084055925	0.0035977465	-0.0033721595
-0.0013460912	-0.0114440332	-0.0191810861	0.0072017385	0.0398734428	0.0102007359	0.0103724718	0.0220777124	-0.0188428959	-0.0192084955
-0.0076636849	-0.0051899840	-0.0080713962	0.0205064672	-0.0180201411	-0.0274612932	-0.0371680041	0.0162788585	0.0057223405	-0.0018796791
-0.0122393577	-0.0117999857	0.0288616653	0.0030019498	-0.0169137746	-0.0018125464	0.0339007549	0.0412364460	-0.0243217575	-0.0043522592
-0.0016146496	-0.0009500933	0.0074259501	-0.0021235415	0.0461251335	0.0136786012	-0.0320037302	0.0209907045	-0.0113794584	-0.0105018233
-0.0042340961	0.0182810661	-0.0243535773	0.0174156939	-0.0189725502	-0.0399116065	0.0126606986	0.0217485968	-0.0112990366	-0.0150295217
-0.0065333645	0.0211474124	0.0097540637	0.0120645673	-0.0089462259	0.0377365930	-0.0090403846	-0.0010256218	0.0492754816	0.0036651013
-0.0182137323	0.0163794285	0.0334578543	0.0099191647	0.0088780662	-0.0318943568	0.0131463415	0.0075861046	0.0249359312	0.0004448188
-0.0047071980	0.0068979438	-0.0179653588	0.0153436360	0.0433876384	0.0181789221	0.0079159479	0.0025776439	0.0193625148	-0.0043797664
-0.0068195061	0.0065610308	-0.0210688057	0.0156876654	-0.0212174019	-0.0435901588	-0.0129698328	-0.0090534035	0.0170567232	-0.0142731868
-0.0029830484	0.0002768850	0.0078995203	0.0039754285	-0.0111691200	0.0396411216	0.0173564706	-0.0091381548	0.0488502396	0.0021857548
-0.0168523552	-0.0123074517	0.0310017510	0.0078283363	0.0158454266	-0.0257786915	-0.0307654216	-0.0087996059	0.0163160114	0.0063713088
-0.0036692000	-0.0195819967	-0.0333852073	0.0213308050	0.0206670265	0.0069570304	0.0286439877	0.0114258485	0.0149133671	0.0136796612
0.0013835139	-0.0191987360	-0.0069092963	-0.0002192097	-0.0308166316	0.0120954102	-0.0402408196	0.0070143442	-0.0251191656	-0.0110871064
0.0039618630	-0.0065006431	0.0205658374	-0.0086891013	-0.0181443656	0.0160108352	0.0290983355	0.0271584736	-0.0166835225	-0.0004142888
-0.0070510338	0.0033448887	0.0220645458	0.0138666136	0.0374845701	0.0133071770	-0.0374268114	0.0177153844	-0.0029540924	0.0021194770
-0.0102391391	0.0050983881	-0.0250194516	0.0376866807	-0.0069039160	-0.0130584083	0.0217491886	0.0346805930	-0.0200348320	0.0008694917
-0.0048763156	0.0069089600	0.0099820298	0.0042199569	-0.0204598794	0.0583732135	-0.0198079772	0.0174283498	0.0027618734	0.0002792435
-0.0049875367	0.0139559679	0.0392535146	-0.0038676257	0.0042693574	-0.0266682994	-0.0174372554	0.0152649112	-0.0084645965	-0.0060662323
-0.0086916359	0.0159341891	-0.0133167838	0.0416239480	0.0145946208	0.0175453652	0.0234114141	0.0199471835	0.0040496806	0.0062215209
-0.0169860374	0.0105396355	0.0078369538	0.0249503548	-0.0266743051	-0.0018059535	-0.0526622534	0.0075337566	-0.0040176815	-0.0085108461
-0.0033345722	0.0108968705	0.0314756794	-0.0073699648	-0.0186998157	-0.0146766851	0.0272089563	0.0235241745	-0.0043000576	-0.0031496614
-0.0112748937	0.0113516498	-0.0017232052	0.0171642055	0.0396020349	0.0221515226	-0.0186322980	0.0119464032	0.0042775568	-0.0114214662
0.0292022015	0.0179203303	-0.0173631730	-0.0036102620	-0.0231177513	-0.0322475347	-0.0139115520	-0.0060369650	0.0087358789	-0.0316310715
-0.0200275161	0.0194250691	0.0051005219	-0.0258119717	-0.0018421086	-0.0284859517	0.0190955067	0.0116792254	0.0186139347	-0.0098119549
-0.0510159165	0.0148518191	-0.0359885665	-0.0150201850	-0.0084145902	0.0035351639	0.0205553370	0.0245141353	0.0039956313	-0.0016908654
-0.0035211803	0.0219920629	0.0002272593	-0.0232136780	-0.0222210602	0.0522090494	-0.0230796011	0.0085079648	0.0147174232	-0.0100195085
0.0022733454	0.0337169354	0.0178543208	-0.0238524390	0.0046013628	-0.0178034196	0.0078032924	0.0066964136	0.0317237016	-0.0101577785
0.0040316366	0.0302047735	-0.0136775870	-0.0143283896	0.0334791736	0.0133245218	-0.0094177150	-0.0052200979	0.0098788541	-0.0328410432
0.0001895455	0.0219681698	-0.0274876569	-0.0015565806	-0.0116513007	-0.0409750484	0.0035536229	-0.0090215876	0.0263016473	-0.0302723733
-0.0031527098	0.0070213519	-0.0053403670	-0.0152723243	-0.0128278905	0.0292066812	0.0025078288	-0.0127262828	0.0596597703	-0.0176556244
-0.0034764495	-0.0062056751	0.0214961081	-0.0231028407	0.0123624780	-0.0330975865	-0.0132098931	-0.0090343967	0.0399711733	-0.0149720195
-0.0041499913	-0.0186557486	-0.0375904602	0.0023892165	0.0136875696	0.0070259611	0.0352251384	-0.0002479114	0.0419117512	-0.0082373888
-0.0039063625	-0.0353487886	-0.0098308683	-0.0151287024	-0.0168611929	-0.0084713248	-0.0486267608	-0.0208529197	0.0420861592	-0.0112766942
-0.0097898757	-0.0468292166	0.0144073012	-0.0192491498	-0.0024470605	-0.0244820024	0.0395164342	-0.0123714174	0.0283996240	0.0106135442
-0.0089750949	-0.0489345690	-0.0290403515	-0.0147650501	0.0354571237	0.0132323611	0.0079840994	-0.0231665238	0.0251181761	0.0134208030
0.0017697212	-0.0534877259	-0.0358084727	-0.0136551298	-0.0194180065	-0.0231162509	0.0075149836	-0.0303219287	-0.0016030489	0.0085281264
0.0000393550	-0.0521962855	-0.0000096638	-0.0293829105	-0.0181338446	0.0417930076	0.0207146656	-0.0383565742	-0.0007357411	0.0131544848
-0.0007569833	-0.0539199701	0.0142699191	-0.0325057162	0.0235944029	-0.0219139362	-0.0219660582	-0.0409963519	-0.0114854361	0.0112349050
0.0040260375	-0.0512336336	-0.0423421430	-0.0002231444	0.0003301682	-0.0128891731	0.0483191407	-0.0201390240	-0.0174514161	0.0163141409
-0.0024793957	-0.0497115179	0.0084793061	-0.0146621843	-0.0112356409	0.0485929590	0.0126728209	-0.0258249484	-0.0168552227	0.0299347622
-0.0003481137	-0.0426015096	-0.0009111582	-0.0259394251	0.0350282147	-0.0020282903	-0.0082421695	-0.0112949872	-0.0488728403	0.0090234536
0.0076458469	-0.0213372203	-0.0310264751	-0.0093880526	-0.0280612712	-0.0069585949	-0.0113921625	-0.0092569567	-0.0437629208	0.0117569085
0.0118936246	-0.0041265131	0.0116913223	-0.0280375852	-0.0156016746	0.0226728771	0.0413884964	0.0056661009	-0.0551086440	0.0104955931
0.0055502097	0.0137314817	0.0048959082	0.0000288103	0.0416016974	0.0244118500	-0.0293999268	-0.0180796490	-0.0181804150	0.0192626092
-0.0013586743	0.0220679121	-0.0160163389	0.0148328808	-0.0278162595	-0.0299067977	-0.0016853549	-0.0104977138	-0.0451218356	0.0084027776
0.0105291081	0.0242927760	0.0099889016	-0.0177676429	-0.0231520336	0.0521041937	0.0030306464	-0.0213108458	-0.0142451536	0.0113075775
0.0141418645	0.0256228583	0.0337998941	-0.0246295216	0.0090863108	-0.0290676312	-0.0037669127	-0.0241093164	-0.0187627495	0.0076512325
0.0057672387	0.0255696769	-0.0210281921	0.0191708002	0.0274544673	0.0234408044	0.0228340254	-0.0179203288	-0.0153583387	0.0213746125
0.0042868449	0.0192500446	-0.0058713710	-0.0031258086	-0.0296634009	-0.0148323192	-0.0494519599	-0.0325847783	-0.0325740925	0.0032545963
0.0166150746	0.0152846055	0.0186564715	-0.0315567190	-0.0155473507	-0.0006832242	0.0398728146	-0.0079456604	-0.0346112948	0.0127392345
0.0147383510	0.0163080060	-0.0011608029	-0.0149101394	0.0452964535	0.0136604763	-0.0228367396	-0.0177638920	-0.0341787948	0.0043323955
0.0170499497	0.0214802510	-0.0168890274	0.0135301057	-0.0252912153	-0.0369731586	-0.0087541925	-0.0112737296	-0.0315725760	0.0167425705
0.0045689544	0.0199707176	0.0247957146	-0.0089317245	-0.0167047991	0.0090021823	0.0390518873	0.0060131275	-0.0405214229	0.0199923016
0.0152941803	0.0213972561	-0.0132718001	-0.0081033553	0.0406509723	0.0253940848	-0.0057939804	-0.0041160667	-0.0358903812	0.0180802933
0.0189119905	0.0355225803	-0.0160810606	-0.0009266221	-0.0258362494	-0.0198486989	-0.0297518716	-0.0086556852	-0.0338085304	0.0070335029
0.0147830694	0.0454989404	0.0232047746	-0.0017573689	-0.0132336577	-0.0003357868	0.0462252129	0.0041932746	-0.0069564669	0.0168571869
-0.0043521946	0.0397298611	0.0046920587	0.0149460756	0.0411575243	0.0159046579	-0.0196580137	-0.0131664545	-0.0070796741	0.0098200060
0.0048096345	0.0387523430	-0.0287570742	0.0055753679	-0.0173303180	-0.0346336383	0.0057077836	-0.0101564958	-0.0079400723	-0.0003385029
-0.0002209725	0.0318677766	0.0097581528	-0.0045505807	-0.0132597702	0.0346059924	0.0269601368	-0.0071485151	0.0293702210	0.0071457198
0.0022218366	0.0189653929	0.0204908019	-0.0094957604	0.0273073215	-0.0194729545	-0.0379820624	-0.0176989202	0.0215251959	-0.0013386911
-0.0098026200	0.0083423631	-0.0177237043	0.0289574954	-0.0178940121	-0.0368480462	0.0286240044	0.0082158709	0.0070558682	0.0016767282
-0.0026433051	-0.0039929740	0.0151934425	-0.0140808188	-0.0165333376	0.0361855253	0.0120585386	0.0209588320	0.0006705000	-0.0022905411
0.0035391440	-0.0102265503	0.0091269624	-0.0149033016	0.0360088391	-0.0061871759	-0.0266457014	0.0256040739	-0.0173878928	-0.0103146985
0.0195558718	0.0007147334	-0.0226113652	0.0144459743	-0.0134859908	-0.0316852075	-0.0064194116	0.0349882526	-0.0095480645	-0.0034654884
0.0132434619	0.0072730070	0.0161212198	0.0154360125	-0.0157849802	0.0258639886	0.0455694479	0.0437602423	0.0060755736	0.0102643744
-0.0004636675	0.0098811411	0.0148737527	-0.0054035708	0.0399276710	0.0143212462	-0.0477273597	0.0237822361	0.0018422526	-0.0121523704
0.0161031787	0.0225685519	-0.0332787258	0.0133764516	-0.0191758893	-0.0307707048	0.0182342692	0.0280290458	0.0005632965	-0.0088461198
0.0098027662	0.0239747783	0.0075856844	-0.0061626196	-0.0168525360	0.0280393692	-0.0247764657	0.0062902012	0.0326996724	-0.0150814445
0.0162220248	0.0225832176	0.0279835309	0.0017116229	-0.0016768554	-0.0291506034	0.0240171619	0.0124973006	0.0336579693	0.0023342884
0.0053273417	0.0106804826	0.0036161588	0.0246663513	0.0338410931	0.0174356857	-0.0246092295	-0.0051243451	0.0130836095	-0.0012530587
0.0082005500	-0.0009903043	-0.0268376695	0.0141316105	-0.0228760205	-0.0263127546	0.0103420946	0.0006230727	-0.0005764116	-0.0057495793
0.0119523280	-0.0071233089	0.0076338621	-0.0242452476	-0.0211852846	0.0457699156	-0.0104855523	-0.0104706939	0.0092866401	-0.0002964960
0.0113289465	-0.0063820699	0.0265667504	-0.0260057750	0.0085370327	-0.0276349886	0.0060394468	-0.0073487791	0.0051952394	0.0053744957
0.0090966310	-0.0078540216	-0.0137910544	-0.0109221296	0.0439729886	0.0150186296	-0.0093177045	-0.0058503004	-0.0077993177	-0.0087540485
0.0115898368	-0.0095299602	-0.0272793511	0.0139868071	-0.0179807902	-0.0445460942	0.0040696957	-0.0050083417	0.0021585000	-0.0028119270
-0.0013910994	-0.0141797402	0.0175068846	0.0082067607	-0.0166772088	0.0303988601	-0.0047102190	-0.0074317284	0.0381919091	0.0144669650
-0.0015894431	-0.0180073510	0.0273041187	-0.0250742161	0.0124181288	-0.0359570064	-0.0003292795	-0.0060291337	0.0092909585	0.0009034835
0.0047091300	-0.0190687540	-0.0278646881	-0.0113748389	0.0398939069	0.0119344922	0.0098649610	0.0041567244	-0.0039049895	-0.0034249564
0.0045212786	-0.0137742801	-0.0375936245	-0.0056531107	-0.0187597660	-0.0377782393	0.0019782235	-0.0090351056	0.0063721240	-0.0057889870
0.0127644230	-0.0177000772	0.0011634110	-0.0071423243	-0.0216254771	0.0428435875	-0.0082912733	-0.0145465268	0.0196245522	0.0040977632
-0.0045012581	-0.0206698673	0.0343260571	-0.0046207854	0.0063261510	-0.0306449488	-0.0032502831	-0.0045272003	0.0082445709	0.0167201647
0.0014985829	-0.0212807993	-0.0300945234	-0.0028591421	0.0356160586	0.0213551529	0.0187423094	0.0075920030	0.0067620654	0.0091201798
0.0009432356	-0.0156321837	-0.0291783039	-0.0048627065	-0.0227341384	-0.0189811237	-0.0151696496	0.0044336674	-0.0125618029	-0.0067046346
0.0043856762	-0.0068435373	0.0038196190	-0.0158569781	-0.0231441518	0.0574836429	0.0074515965	0.0102366138	-0.0084079456	0.0001971786
-0.0041146406	-0.0028106885	0.0402107419	-0.0011288722	0.0096467209	-0.0248820092	-0.0335244325	0.0015462089	-0.0106944306	0.0045017420
-0.0089461195	0.0026190987	-0.0282676125	0.0269644936	0.0232560931	0.0219405719	0.0454249618	0.0191347896	-0.0025414838	0.0167439583
-0.0004795030	0.0044002041	-0.0096482925	-0.0124422217	-0.0284456144	0.0112029619	-0.0449535167	0.0000166626	-0.0214524155	-0.0067305023
0.0032563768	0.0146219486	0.0198162558	-0.0192847429	-0.0174823009	0.0160394690	0.0298128153	0.0142315568	-0.0043594947	0.0003693670
-0.0065473358	0.0174748395	0.0134007229	-0.0165714068	0.0338077719	-0.0105199290	-0.0173531156	-0.0052747951	0.0136237515	-0.0068206744
0.0050431548	0.0099166220	-0.0296917746	0.0183564826	0.0130811654	-0.0009784371	0.0370902786	0.0066100860	-0.0049370695	-0.0055792216
-0.0090219607	0.0023286516	0.0068191753	0.0237962301	-0.0210809317	0.0036775797	-0.0445640760	-0.0049102772	0.0372124670	0.0061531191
-0.0127234837	-0.0091595531	0.0320244790	-0.0086686348	-0.0057229760	-0.0385163911	0.0159198144	0.0241251498	-0.0159498968	-0.0111426705
-0.0013675267	-0.0054421504	-0.0296916643	0.0077997834	0.0256484577	0.0164124167	0.0226320017	0.0328292437	0.0025161680	0.0059145974
0.0029816646	0.0028936253	0.0021958159	0.0134124320	-0.0210104119	0.0263778929	-0.0275478740	0.0161528474	0.0031254755	-0.0018264197
-0.0153875474	0.0123857163	0.0352879650	0.0090052967	0.0081738234	-0.0193541657	-0.0208600177	0.0191169161	0.0016848194	-0.0000898028
-0.0107626776	0.0205812305	-0.0343418098	0.0122679352	0.0083623697	-0.0032524050	0.0318717739	0.0202369623	0.0021534517	-0.0048731996
-0.0063678389	0.0286152438	-0.0012854225	-0.0073839334	-0.0175054311	0.0393438871	-0.0315119338	-0.0020322577	0.0145611571	-0.0095954908
-0.0040160975	0.0326750871	0.0288633128	-0.0069361281	-0.0003843917	-0.0314673008	0.0022178005	-0.0006720954	0.0053758433	-0.0113844888
-0.0104008936	0.0301796404	-0.0147649904	0.0316804938	0.0112043017	-0.0027443059	0.0130671885	-0.0101385686	0.0221422735	0.0000045007
-0.0122733635	0.0158836472	-0.0073287613	-0.0010138322	-0.0271163151	-0.0050207529	-0.0393623510	-0.0233558836	0.0112353629	-0.0201513612
-0.0151929298	0.0059541755	0.0248417248	-0.0256179617	-0.0094636951	-0.0321711765	0.0136752958	-0.0115909799	0.0041870495	-0.0108611836
-0.0082966465	0.0002894220	-0.0273932660	0.0049170682	0.0241355317	0.0167600717	0.0361018570	-0.0102079397	0.0165083647	-0.0029037498
-0.0114404149	-0.0040730582	0.0034555303	0.0047054571	-0.0152108439	0.0140902404	-0.0347029311	-0.0303631355	0.0291700663	0.0039012831
-0.0139056965	-0.0079582924	0.0250711233	-0.0184513143	0.0129387779	-0.0359656360	0.0099467110	-0.0220538937	0.0098125103	-0.0001480186
-0.0060105043	-0.0078466063	-0.0299393629	-0.0064099051	0.0287107101	0.0020596242	0.0115145078	-0.0135850651	-0.0122687957	-0.0086004697
-0.0067653584	0.0000075161	-0.0329297104	-0.0048025478	-0.0173284879	-0.0314502449	-0.0169394636	-0.0253809828	0.0283537712	-0.0102287249
-0.0073433689	-0.0093893275	-0.0068039381	-0.0150817353	-0.0272465549	0.0114891387	0.0067823783	-0.0176381908	0.0256393853	-0.0296675595
-0.0049748309	-0.0187169570	0.0223890834	-0.0141363182	-0.0083112790	-0.0048693596	0.0101531236	-0.0071055402	0.0535195696	-0.0032162243
-0.0115800826	-0.0324269915	0.0114268677	0.0130772702	0.0276581937	-0.0102879758	0.0145891897	-0.0128074318	0.0391702279	-0.0003394239
-0.0137887148	-0.0441931004	-0.0318986068	0.0003938548	0.0254443698	-0.0093646360	0.0043358990	0.0032969701	0.0242220727	-0.0095153653
0.0042389874	-0.0467655988	-0.0365176063	0.0007248652	-0.0209823012	-0.0009820989	-0.0010980181	0.0043574984	0.0295730880	-0.0066172252
-0.0009927789	-0.0434263371	0.0077320603	-0.0227608876	-0.0323526353	0.0307675531	-0.0118880823	0.0082165418	-0.0152443639	-0.0241203016
0.0036436460	-0.0351286061	0.0210593305	-0.0241773011	-0.0029870577	-0.0091332492	0.0026153708	0.0130790361	0.0231021632	0.0041043053
0.0003791096	-0.0369477340	0.0101214124	0.0060313282	0.0396864273	-0.0046640965	-0.0084753448	0.0106615883	-0.0140879579	-0.0145700345
-0.0026478728	-0.0315661790	-0.0317625864	0.0251811899	0.0035718433	-0.0119320993	0.0105058245	0.0157737514	0.0052591164	0.0045587102
0.0031610204	-0.0304599432	-0.0137843783	-0.0111426964	-0.0314595293	0.0162795600	-0.0222513257	0.0088946924	-0.0181799478	-0.0144125838
-0.0026989159	-0.0196272071	0.0245135417	-0.0247634893	-0.0181495868	0.0037723701	0.0126936644	0.0205295560	-0.0166374845	-0.0079199163
0.0055010564	-0.0126464885	0.0107980267	-0.0116809685	0.0437664915	-0.0024588448	-0.0170343026	0.0010016827	-0.0063830276	-0.0075721971
0.0012185281	-0.0113010411	-0.0185221107	0.0422468830	-0.0119404761	-0.0292259250	0.0200053390	0.0071091930	-0.0192989477	0.0040896057
-0.0023579821	-0.0134556022	0.0044044487	0.0020870928	-0.0172855424	0.0468355178	-0.0096045663	-0.0049317199	-0.0056423650	0.0057814733
0.0003158214	-0.0175440816	0.0344489467	-0.0180647503	0.0033644915	-0.0361302180	0.0121840917	0.0196623245	-0.0442764208	-0.0009821986
-0.0054615264	-0.0056107101	-0.0249766107	0.0056568500	0.0454917602	0.0284128821	0.0082054262	0.0293695750	-0.0210268168	-0.0058243993
0.0086493809	0.0027821492	-0.0048758381	0.0262571739	-0.0274191637	-0.0395828351	-0.0339996131	0.0253562232	-0.0160330253	-0.0012528441
-0.0063309436	0.0094610376	0.0221430272	0.0077100858	-0.0158754941	0.0260617893	0.0360538316	0.0367446345	0.0001500333	-0.0003869429
-0.0095906968	0.0142601279	0.0290371100	-0.0079893880	0.0323730608	-0.0082619668	-0.0379102883	0.0144176686	-0.0138827497	-0.0123384243
-0.0067358010	0.0235878277	-0.0303053251	0.0247493102	-0.0031249447	-0.0178790570	0.0332624863	0.0198674048	-0.0165607889	-0.0102199582
0.0037206635	0.0244542654	0.0149830083	0.0228640359	-0.0169986260	0.0270432869	-0.0268881903	-0.0064502867	0.0354807399	0.0035438436
-0.0131358900	0.0125814232	0.0380855100	0.0128892934	0.0126979680	-0.0291175810	0.0134407384	0.0032162565	0.0171907390	0.0030247830
-0.0060275646	0.0042339220	-0.0317828990	0.0172329626	0.0232272586	0.0076763808	0.0290075905	0.0041747917	0.0120383723	0.0115916426
-0.0083535604	0.0042751275	-0.0068202048	0.0047741834	-0.0233654108	0.0091800044	-0.0336078811	-0.0109017974	-0.0090840856	-0.0033838439
0.0061795744	0.0063139448	0.0334469034	0.0021116276	-0.0148900061	-0.0106813063	0.0378100078	0.0006904480	-0.0122218643	0.0137667293
-0.0080973243	0.0078825124	-0.0001298441	0.0277838464	0.0422272376	0.0354141133	-0.0109871730	-0.0146010512	0.0000524386	0.0216143286
-0.0051086255	0.0033080423	-0.0206180787	0.0115596590	-0.0299708444	-0.0144334877	-0.0091683710	-0.0128212429	-0.0451071111	0.0018946968
-0.0087936832	0.0083195419	0.0152455816	-0.0090533609	-0.0220013551	0.0499323259	0.0216608929	-0.0048025611	-0.0326631719	0.0153902117
-0.0014040116	0.0147267257	0.0311450382	-0.0120633505	0.0219299358	-0.0179354719	-0.0241461234	-0.0230235499	-0.0380352935	0.0085700435
-0.0019509721	0.0252291339	-0.0138973643	0.0393520119	0.0112191049	0.0072632979	0.0338434470	-0.0135506573	-0.0333518611	0.0237966921
-0.0166312541	0.0220931681	0.0080949713	0.0153233953	-0.0295627692	0.0125899510	-0.0384575476	-0.0336476671	-0.0356236133	0.0076500903
-0.0159417302	0.0203853252	0.0309766805	-0.0078611623	-0.0156115619	-0.0116152543	0.0412473909	-0.0157081513	-0.0420146042	0.0200333980
-0.0058525166	0.0258670070	0.0061848648	0.0187355853	0.0415714384	0.0212009817	-0.0187650107	-0.0405095466	-0.0248019199	0.0114128079
-0.0030837222	0.0242888924	-0.0028294802	0.0417959260	-0.0235893585	-0.0323794376	0.0064321205	-0.0333276309	-0.0190182474	0.0121610045
-0.0154767204	0.0140725782	0.0221298838	0.0107553232	-0.0208615681	0.0458162009	0.0129568461	-0.0330131457	-0.0000971475	0.0161310222
-0.0108903294	0.0026463331	0.0290540313	-0.0134175873	0.0199866309	-0.0299761072	-0.0181170819	-0.0452207514	-0.0143919301	0.0075227566
-0.0068472248	0.0005512047	-0.0343145402	0.0159040685	0.0075420038	0.0007446601	0.0446946650	-0.0275954876	-0.0134453713	0.0161360332
0.0043599979	-0.0077237464	0.0009327253	0.0074453947	-0.0184082810	0.0164822689	-0.0281782696	-0.0442729636	0.0151363534	0.0201971569
-0.0139282568	-0.0162791235	0.0342056790	0.0030539671	0.0066119173	-0.0317492350	0.0090248625	-0.0263103734	-0.0075686757	0.0178583516
-0.0053437737	-0.0158858604	-0.0375567093	0.0062786345	0.0180876072	0.0145712939	0.0350763271	-0.0172484762	-0.0073999293	0.0237323766
0.0007241292	-0.0103667939	-0.0049219077	-0.0056719759	-0.0263590418	0.0327738249	-0.0374120041	-0.0256464288	-0.0289164744	0.0095868181
0.0027313132	-0.0015321517	0.0292312584	-0.0174504269	-0.0033517033	-0.0233320062	0.0075508779	-0.0074206912	-0.0289453802	0.0114908891
-0.0007250131	0.0066656474	-0.0075116893	0.0416034361	0.0162853192	0.0215917438	0.0187681115	-0.0002203977	-0.0121075381	0.0194348736
-0.0106499425	0.0046733681	0.0053840913	0.0183978722	-0.0204967298	0.0132862479	-0.0428100790	-0.0088458637	-0.0062129501	-0.0049319642
-0.0044438980	0.0036421434	0.0396155488	-0.0029928907	0.0004725367	-0.0262626492	0.0026326271	0.0108182444	-0.0077534633	-0.0006209871
-0.0059358198	0.0042056321	-0.0206371205	0.0293154661	0.0241409351	0.0258230635	0.0037731516	0.0221272954	-0.0010662150	-0.0046094893
-0.0014122102	-0.0034353666	0.0161762282	0.0401210821	-0.0184643094	0.0015304650	-0.0480240489	0.0086494827	0.0301740303	0.0066860636
-0.0167261662	-0.0108533953	0.0388902182	0.0274174023	0.0101739517	-0.0266531083	0.0043935771	0.0164535493	0.0151710019	0.0098838057
0.0003230445	-0.0130066379	-0.0303993897	0.0265541939	-0.0019446597	0.0023713365	0.0184467177	0.0226149127	-0.0119443493	0.0089177711
-0.0004521557	-0.0061890585	0.0091355438	-0.0023097058	-0.0190493600	0.0604376250	-0.0135714516	0.0130904540	-0.0102513062	0.0055068363
0.0092126084	0.0014198504	0.0369557119	-0.0007450553	0.0140863838	-0.0188147723	-0.0361439545	0.0131928619	-0.0196595469	0.0033646001
0.0029292529	0.0073379013	-0.0142109409	0.0503814798	-0.0051041689	-0.0081563420	0.0267208481	0.0228517463	-0.0148754056	0.0056123677
-0.0009420106	0.0042482448	0.0212426973	0.0215888235	-0.0191138879	0.0480970339	-0.0196587122	0.0151483116	-0.0017188451	0.0054708719
0.0028836455	0.0068192725	0.0338761509	-0.0061863614	0.0147202189	-0.0286002797	-0.0063634712	0.0288861386	-0.0143533939	-0.0049736110
0.0064974098	0.0119470924	-0.0243500320	0.0214348483	0.0252478978	0.0127079868	0.0106166684	0.0365181849	0.0022968183	-0.0019257115
0.0077423979	0.0099040670	-0.0049926402	0.0067700610	-0.0230371641	-0.0094875626	-0.0546839078	0.0227717290	0.0199056187	-0.0135287767
0.0108370665	-0.0032515972	0.0404217250	0.0133397732	-0.0105227981	-0.0172918784	0.0245224871	0.0490964634	0.0174320929	-0.0030037327
0.0007122020	-0.0049521801	-0.0114366787	0.0392361254	0.0309103876	0.0298713022	0.0063366120	0.0391889354	0.0343693725	0.0096662331
0.0187856403	-0.0107060438	-0.0009199918	0.0063898664	-0.0279406589	0.0091377621	-0.0473005237	0.0285878664	-0.0062588801	-0.0047882479
0.0138031652	0.0003474068	0.0279844015	-0.0211415038	-0.0012317424	-0.0192599830	0.0088579960	0.0375291666	-0.0054814334	0.0038613073
0.0201409382	0.0038371185	-0.0123865241	0.0231599915	0.0304107313	0.0262769590	0.0148162265	0.0332835521	0.0090420400	0.0101523090
0.0118882673	0.0078972416	0.0095520558	0.0305860974	-0.0176949783	0.0054319236	-0.0501375917	0.0136239093	0.0243582828	0.0076107882
0.0170970320	-0.0002152671	0.0368229231	0.0049400874	-0.0043902694	-0.0279166570	0.0189831598	0.0336277350	0.0081265575	0.0093494339
0.0183617265	0.0014682535	-0.0166201763	0.0091739169	0.0423063595	0.0266826629	-0.0101533577	0.0289851141	0.0125193557	0.0042010202
0.0313541100	0.0001245595	-0.0136568460	0.0067837453	-0.0236400134	-0.0427201430	-0.0324214213	0.0256298231	0.0157641939	0.0007977783
0.0978785591	0.0144445105	-0.0111527357	-0.0733313697	-0.0007378412	-0.0002707963	0.0229642194	0.0174276989	0.0311612094	-0.0324835322
0.0828447152	0.0079369617	-0.0475022258	-0.0869206275	-0.0028163447	-0.0144912721	0.0129578551	0.0150069460	0.0257117768	-0.0210406440
0.0721560401	0.0189200754	-0.0355332417	-0.1269537395	0.0101707294	0.0005575770	0.0213029213	0.0139456385	-0.0033138654	-0.0548305293
0.0884541056	0.0468777180	-0.0699648750	-0.1114311463	0.0065769882	-0.0128025281	0.0355765866	0.0117824422	-0.0069801161	-0.0678012109
